"funding","title"
"6809528","NA"
"6140864","NA"
"6841192","NA"
"6660192","NA"
"6469288","NA"
"5746936","NA"
"6751544","NA"
"7372184","NA"
"7882048","NA"
"7882168","NA"
"1137615","NA"
"8254947","NA"
"9051739","NA"
"9052098","NA"
"5477395","NA"
"5764691","NA"
"5765050","NA"
"5430089","NA"
"5151727","NA"
"6161033","NA"
"5805889","NA"
"5413903","NA"
"6650449","NA"
"5806248","NA"
"5414262","NA"
"6650808","NA"
"9930643","NA"
"9929609","NA"
"9988436","NA"
"9532432","NA"
"4688160","NA"
"4920440","NA"
"4920799","NA"
"8727796","NA"
"6888272","NA"
"6673399","NA"
"9579604","NA"
"7480544","NA"
"7235775","NA"
"9579963","NA"
"7480903","NA"
"7236134","NA"
"7438893","NA"
"6784129","NA"
"4656758","NA"
"5313215","NA"
"8101733","NA"
"7360857","NA"
"4885446","NA"
"5679447","NA"
"8102092","NA"
"7361216","NA"
"4885805","NA"
"5679806","NA"
"8251984","NA"
"9045184","NA"
"9045543","NA"
"5092784","NA"
"5430312","NA"
"5430671","NA"
"5435585","NA"
"5719289","NA"
"5719648","NA"
"5635016","NA"
"6047888","NA"
"6048247","NA"
"5700120","NA"
"4796863","NA"
"6659387","NA"
"8136210","NA"
"4997774","NA"
"8485511","NA"
"7600796","NA"
"5715268","NA"
"6482013","NA"
"8431713","NA"
"6188037","NA"
"5142452","NA"
"7308760","NA"
"9045119","NA"
"5375659","NA"
"9445844","NA"
"8416417","NA"
"6222321","NA"
"7103882","NA"
"9387262","NA"
"6188272","NA"
"5142687","NA"
"7308995","NA"
"9045354","NA"
"5375894","NA"
"9446079","NA"
"8416652","NA"
"6222556","NA"
"7104117","NA"
"9387497","NA"
"9525517","NA"
"8671399","NA"
"9665220","NA"
"9665455","NA"
"6504785","NA"
"5619132","NA"
"7137414","NA"
"6101065","NA"
"7137649","NA"
"6101300","NA"
"4014506","NA"
"5800554","NA"
"4577841","NA"
"5335078","NA"
"5198768","NA"
"4627302","NA"
"4770355","NA"
"4569489","NA"
"8097284","NA"
"4026489","NA"
"4222559","NA"
"6319567","NA"
"4892334","NA"
"5634027","NA"
"5488149","NA"
"4956147","NA"
"5028640","NA"
"4879198","NA"
"8979881","NA"
"4234542","NA"
"4222794","NA"
"6319802","NA"
"4892569","NA"
"5634262","NA"
"5488384","NA"
"4956382","NA"
"5028875","NA"
"4879433","NA"
"8980116","NA"
"4234777","NA"
"6115453","NA"
"7742488","NA"
"4601568","NA"
"4602007","NA"
"6681106","NA"
"8573653","NA"
"4916061","NA"
"4849524","NA"
"6681341","NA"
"8573888","NA"
"4916296","NA"
"4849759","NA"
"4807011","NA"
"7307397","NA"
"5438664","NA"
"4975945","NA"
"4998419","NA"
"4149438","NA"
"5070080","NA"
"8075178","NA"
"5887109","NA"
"5249774","NA"
"5273448","NA"
"4367059","NA"
"5070315","NA"
"8075413","NA"
"5887344","NA"
"5250009","NA"
"5273683","NA"
"4367294","NA"
"5017173","NA"
"5886730","NA"
"5360404","NA"
"5574157","NA"
"5460542","NA"
"5252192","NA"
"5722535","NA"
"5469119","NA"
"5458298","NA"
"5834110","NA"
"6322365","NA"
"7730062","NA"
"4773518","NA"
"4448516","NA"
"5207988","NA"
"5310239","NA"
"6445554","NA"
"6264993","NA"
"7637141","NA"
"4686465","NA"
"5494977","NA"
"5605596","NA"
"7059047","NA"
"6853374","NA"
"8451562","NA"
"4686700","NA"
"5495212","NA"
"5605831","NA"
"7059282","NA"
"6853609","NA"
"8451797","NA"
"6353975","NA"
"7628755","NA"
"4870189","NA"
"9083029","NA"
"8100170","NA"
"5378775","NA"
"6956708","NA"
"8441984","NA"
"5228938","NA"
"8989943","NA"
"5826028","NA"
"6956943","NA"
"8442219","NA"
"5229173","NA"
"8990178","NA"
"5826263","NA"
"6843182","NA"
"5993389","NA"
"7357248","NA"
"6425124","NA"
"7521259","NA"
"6539906","NA"
"8131005","NA"
"7041009","NA"
"7521494","NA"
"6540141","NA"
"8131240","NA"
"7041244","NA"
"6346630","NA"
"6749320","NA"
"5771364","NA"
"5481624","NA"
"6946971","NA"
"7417829","NA"
"6291569","NA"
"5945621","NA"
"6947206","NA"
"7418064","NA"
"6291804","NA"
"5945856","NA"
"6882894","NA"
"7586091","NA"
"7586326","NA"
"1532416","NA"
"1111482","NA"
"1119571","NA"
"1143270","NA"
"1141825","Collaborative Research: Ship-based Science Technical Support in the Arctic 2011"
"1147026","NA"
"1088359","NA"
"1022486","NA"
"1047314","NA"
"1104835","Multi-scale Study of Coupled Reaction and Wetting in Droplet Spreading"
"1129101","Collaborative Research: An Ultra-High Resolution Holocene Climate Record from a Varved Sediment Sequence from the Adelie Coast, Antarctica (IODP Exp 318)"
"1131701","NA"
"1135748","NA"
"1141238","Collaborative Research: Teaching to Learn - Peer Learning Using Smart Devices"
"1043557","NA"
"1118408","US-Mexico workshop on evolutionary genomics of non-model species: next-gen sequencing, data management and hypothesis testing, Irapuato, Mexico, July 19-21, 2011"
"1113496","NA"
"1065520","NA"
"5793048","NA"
"6251128","NA"
"6251248","NA"
"2699440","NA"
"2810448","NA"
"2810568","NA"
"5980944","NA"
"9273392","NA"
"6999168","NA"
"6463272","NA"
"7652480","NA"
"6463392","NA"
"7652600","NA"
"6875272","NA"
"6271888","NA"
"8196304","NA"
"7509440","NA"
"6824392","NA"
"9041016","NA"
"7509560","NA"
"6824512","NA"
"9041136","NA"
"7304328","NA"
"8002296","NA"
"8002416","NA"
"5920656","NA"
"8899096","NA"
"9361888","A Virtual Physics Laboratory for Disabled Students:         Development of Interaction Metaphors and Methods"
"9847160","NA"
"9847280","NA"
"5215024","NA"
"5437168","NA"
"5255512","NA"
"5590168","NA"
"5846760","NA"
"5639584","NA"
"5590288","NA"
"5846880","NA"
"5639704","NA"
"9351776","NA"
"9568504","NA"
"8654816","NA"
"9567152","NA"
"9567272","NA"
"6677464","NA"
"5303416","NA"
"7282288","NA"
"5693872","NA"
"7282408","NA"
"5693992","NA"
"6588920","NA"
"7483816","NA"
"7182256","NA"
"8211136","NA"
"7182376","NA"
"8211256","NA"
"8870000","NA"
"6671728","NA"
"7121048","NA"
"9829552","NA"
"7275272","NA"
"7790944","NA"
"9829672","NA"
"7275392","NA"
"7791064","NA"
"5220656","NA"
"5595800","NA"
"5595920","NA"
"5361144","NA"
"5443392","NA"
"7590400","NA"
"8906792","NA"
"5759256","NA"
"5851712","NA"
"8329200","NA"
"9856136","NA"
"5759376","NA"
"5851832","NA"
"8329320","NA"
"9856256","NA"
"9290280","NA"
"6810592","NA"
"7923408","NA"
"7435832","NA"
"8734944","NA"
"7435952","NA"
"8735064","NA"
"3658520","NA"
"3943608","NA"
"6145456","NA"
"6204832","NA"
"7023432","NA"
"6181280","NA"
"7193640","NA"
"5930104","NA"
"6933200","NA"
"6087560","NA"
"6559032","NA"
"6507952","NA"
"6199584","NA"
"6986952","NA"
"5675088","NA"
"4097944","NA"
"6664432","NA"
"6733136","NA"
"7679784","NA"
"6707040","NA"
"7873736","NA"
"6408376","NA"
"7563264","NA"
"6598904","NA"
"7134824","NA"
"7078656","NA"
"6723648","NA"
"7638216","NA"
"6117744","NA"
"4098064","NA"
"6664552","NA"
"6733256","NA"
"7679904","NA"
"6707160","NA"
"7873856","NA"
"6408496","NA"
"7563384","NA"
"6599024","NA"
"7134944","NA"
"7078776","NA"
"6723768","NA"
"7638336","NA"
"6117864","NA"
"7883696","NA"
"8045096","NA"
"9062992","NA"
"8001344","NA"
"9602952","U.S.-Brazil Cooperative Research:  Experimental and         Theoretical Analysis of Transient Convection in Ducts"
"7703456","NA"
"8898784","NA"
"7824904","NA"
"8519080","NA"
"8252592","NA"
"7662880","NA"
"8822656","NA"
"6931128","NA"
"8681192","NA"
"8866840","NA"
"8816704","NA"
"8474160","NA"
"9859608","NA"
"8613472","NA"
"9409728","NA"
"9104960","NA"
"8425928","NA"
"9759240","NA"
"7575504","NA"
"8681312","NA"
"8866960","NA"
"8816824","NA"
"8474280","NA"
"9859728","NA"
"8613592","NA"
"9409848","NA"
"9105080","NA"
"8426048","NA"
"9759360","NA"
"7575624","NA"
"8149464","NA"
"8983968","NA"
"8984088","NA"
"5856320","NA"
"4674792","NA"
"7013040","NA"
"6762112","NA"
"6953792","NA"
"6775368","NA"
"7537128","NA"
"7064088","NA"
"6673488","NA"
"6710712","NA"
"7017000","NA"
"4078560","NA"
"6325888","NA"
"4921056","NA"
"7666352","NA"
"7380968","NA"
"7605824","NA"
"7396776","NA"
"8283584","NA"
"7727608","NA"
"7279584","NA"
"7321912","NA"
"7674136","NA"
"4286544","NA"
"6326008","NA"
"4921176","NA"
"7666472","NA"
"7381088","NA"
"7605944","NA"
"7396896","NA"
"8283704","NA"
"7727728","NA"
"7279704","NA"
"7322032","NA"
"7674256","NA"
"4286664","NA"
"7545624","NA"
"9994408","NA"
"8279320","NA"
"8279440","NA"
"3897120","NA"
"8852664","NA"
"7017664","NA"
"5913656","NA"
"9794352","NA"
"7673528","NA"
"6395984","NA"
"9794472","NA"
"7673648","NA"
"6396104","NA"
"5559376","NA"
"5988112","NA"
"5988232","NA"
"7094424","NA"
"7862576","NA"
"7862696","NA"
"9909912","Nanostructured Material Synthesis in a Self-Assembled Surfactant Mesophase"
"8064568","NA"
"8257024","NA"
"9477584","NA"
"9735160","NA"
"8080880","NA"
"6788928","NA"
"8379808","NA"
"8980688","NA"
"7020328","NA"
"7115960","NA"
"8888864","NA"
"9106840","NA"
"8909000","NA"
"7410336","NA"
"9257696","NA"
"9954272","NA"
"7676192","NA"
"7788408","NA"
"8888984","NA"
"9106960","Mathematical Sciences: Semiparametric Models"
"8909120","NA"
"7410456","NA"
"9257816","NA"
"9954392","NA"
"7676312","NA"
"7788528","NA"
"8373879","NA"
"9181431","NA"
"9181790","NA"
"1570211","NA"
"2149220","NA"
"6068428","NA"
"2895576","NA"
"6314624","NA"
"6280244","NA"
"6301316","NA"
"5923148","NA"
"1412896","NA"
"4172922","NA"
"1735484","NA"
"3293496","NA"
"2641581","NA"
"2498144","NA"
"2448330","NA"
"1718059","NA"
"1780017","NA"
"1649972","CAREER: Adversarial Artificial Intelligence for Social Good"
"9118588","NA"
"3733223","NA"
"3360438","NA"
"1609567","Electrically-Induced Nonlinear Optical Processes in Plasmonic Metamaterials"
"3567080","NA"
"1084136","NA"
"3230964","NA"
"4149243","NA"
"1379611","NA"
"1054951","NA"
"2536135","NA"
"7826720","NA"
"6755880","NA"
"7441861","NA"
"9636982","NA"
"9314150","Dispersal and Settlement of Bentic Larvae in th Coastal     Ocean:  A Two-Dimensional Model of Passive Transport        Along a Vertical Plane"
"9490842","NA"
"7274143","NA"
"8721446","NA"
"9571160","NA"
"9243561","NA"
"4568608","NA"
"4384209","NA"
"4494071","NA"
"4271394","NA"
"4646426","NA"
"2681158","NA"
"4561709","NA"
"4373701","NA"
"4564982","NA"
"4383218","NA"
"4572836","NA"
"4562046","NA"
"4489105","NA"
"4385089","NA"
"4565115","NA"
"4425404","NA"
"4275265","NA"
"3167184","NA"
"4287867","NA"
"4384536","NA"
"3050422","NA"
"4428653","NA"
"4427492","NA"
"2499576","NA"
"4430320","NA"
"1575024","NA"
"4452273","NA"
"4321008","NA"
"4440954","NA"
"2940281","NA"
"4530669","NA"
"4645316","NA"
"4489259","NA"
"1333979","NA"
"4647591","NA"
"4442196","NA"
"4320558","NA"
"4450742","NA"
"4566365","NA"
"4567011","NA"
"4448846","NA"
"4567202","NA"
"4491390","NA"
"4565395","NA"
"4492195","NA"
"4374325","NA"
"4322745","NA"
"3764520","NA"
"4647988","NA"
"4567190","NA"
"4437361","NA"
"4569528","NA"
"4490339","NA"
"4646277","NA"
"4320280","NA"
"4434396","NA"
"4563486","NA"
"4286073","NA"
"4526351","NA"
"4534174","NA"
"1637401","NA"
"4566270","NA"
"4378801","NA"
"2690383","NA"
"4564900","NA"
"4434728","NA"
"4513671","NA"
"4491091","NA"
"4569018","NA"
"4435571","NA"
"4571849","NA"
"4646683","NA"
"4380086","NA"
"2176279","NA"
"4271647","NA"
"4535964","NA"
"4485017","NA"
"4567773","NA"
"2436179","NA"
"4489523","NA"
"4436232","NA"
"4449651","NA"
"4574953","NA"
"4559433","NA"
"4651361","NA"
"4569349","NA"
"4325247","NA"
"1404118","NeTS: JUNO: Virtual Mobile Cloud Network for Realizing Scalable, Real-Time Cyber Physical Systems"
"2178619","NA"
"1613946","NA"
"4490012","NA"
"2375300","NA"
"4495635","NA"
"4525635","NA"
"3357123","NA"
"4568760","NA"
"4449317","NA"
"4646459","NA"
"2167715","NA"
"4562743","NA"
"4562759","NA"
"4321005","NA"
"4619211","NA"
"4435611","NA"
"4562844","NA"
"4368988","NA"
"4526428","NA"
"4487339","NA"
"4451545","NA"
"4426969","NA"
"4448773","NA"
"4384242","NA"
"4376037","NA"
"4649498","NA"
"4685031","NA"
"2499539","NA"
"4534451","NA"
"4521773","NA"
"4493526","NA"
"4545429","NA"
"4385645","NA"
"2592619","NA"
"4324330","NA"
"4367476","NA"
"4494855","NA"
"4495348","NA"
"4075556","NA"
"4455409","NA"
"4481424","NA"
"4381734","NA"
"4435252","NA"
"4568201","NA"
"4646013","NA"
"4527472","NA"
"4567204","NA"
"4429749","NA"
"1436288","Collaborative Research: Network Protection under Uncertainty"
"4319200","NA"
"4324315","NA"
"3119639","NA"
"4438813","NA"
"1706310","NA"
"4424089","NA"
"4675148","NA"
"4683543","NA"
"4487251","NA"
"4431579","NA"
"4560910","NA"
"4385672","NA"
"4684909","NA"
"4649052","NA"
"4382589","NA"
"4649490","NA"
"4557981","NA"
"4384550","NA"
"4368883","NA"
"4236109","NA"
"4259277","NA"
"4437285","NA"
"4304945","NA"
"4652057","NA"
"4564316","NA"
"4649917","NA"
"4366876","NA"
"2876619","NA"
"4531365","NA"
"4282773","NA"
"4318830","NA"
"4533001","NA"
"4674629","NA"
"4455212","NA"
"4451988","NA"
"4492000","NA"
"4427616","NA"
"4570202","NA"
"4494026","NA"
"4388614","NA"
"4414091","NA"
"4567423","NA"
"4319570","NA"
"4423682","NA"
"4450653","NA"
"4432021","NA"
"4320819","NA"
"4384713","NA"
"4101988","NA"
"4679424","NA"
"1129528","NA"
"1995585","NA"
"1428330","NA"
"4684569","NA"
"3016043","NA"
"4593427","NA"
"4270298","NA"
"2510896","NA"
"4381479","NA"
"4575599","NA"
"3825360","NA"
"4679677","NA"
"4571505","NA"
"4422250","NA"
"4573212","NA"
"4435701","NA"
"4558412","NA"
"4683658","NA"
"4371650","NA"
"4368136","NA"
"4452714","NA"
"4490077","NA"
"4450797","NA"
"1490536","NA"
"4517333","NA"
"4566124","NA"
"4472000","NA"
"4386634","NA"
"4647952","NA"
"2272354","NA"
"4429980","NA"
"4565878","NA"
"4386210","NA"
"4318766","NA"
"4451759","NA"
"4426268","NA"
"4451127","NA"
"4490253","NA"
"4568733","NA"
"4650130","NA"
"4477894","NA"
"4310425","NA"
"4281406","NA"
"2397161","NA"
"4448832","NA"
"4421325","NA"
"4446076","NA"
"4566769","NA"
"4372161","NA"
"4568255","NA"
"4448633","NA"
"4646621","NA"
"4573228","NA"
"4574919","NA"
"4569744","NA"
"4574127","NA"
"4383748","NA"
"4453812","NA"
"4571533","NA"
"4323540","NA"
"4319393","NA"
"4493107","NA"
"4382198","NA"
"4450609","NA"
"4561193","NA"
"4686168","NA"
"2843224","NA"
"4561623","NA"
"4652202","NA"
"4434804","NA"
"2740148","NA"
"4318649","NA"
"4567554","NA"
"4448790","NA"
"4448967","NA"
"1754314","Collaborative Research:  Rivers and the Carbon Cycle: A Mechanistic Basis for Dissolved Organic Carbon Removal"
"3085840","NA"
"4555965","NA"
"4453335","NA"
"4382368","NA"
"4387495","NA"
"4565382","NA"
"4371976","NA"
"4684547","NA"
"4568971","NA"
"4433409","NA"
"4526401","NA"
"4554936","NA"
"4320805","NA"
"4280615","NA"
"4567863","NA"
"4532420","NA"
"4679723","NA"
"4451785","NA"
"4415998","NA"
"4684648","NA"
"4489881","NA"
"4491226","NA"
"2263627","NA"
"4321379","NA"
"4382184","NA"
"4684424","NA"
"1024514","NA"
"4571048","NA"
"4477179","NA"
"1872712","NA"
"4278504","NA"
"4270287","NA"
"4683667","NA"
"4383283","NA"
"4654306","NA"
"4448890","NA"
"4573906","NA"
"4270488","NA"
"1480552","NA"
"4270721","NA"
"4323739","NA"
"4652088","NA"
"4386745","NA"
"4428886","NA"
"4572678","NA"
"4384610","NA"
"4566970","NA"
"4367770","NA"
"4572618","NA"
"4378008","NA"
"4493062","NA"
"4484988","NA"
"1668450","NA"
"2237202","NA"
"4321100","NA"
"4563771","NA"
"4431913","NA"
"4382521","NA"
"4276814","NA"
"3939492","NA"
"4488736","NA"
"4433378","NA"
"4430665","NA"
"4574358","NA"
"4682715","NA"
"4385044","NA"
"4445561","NA"
"4321133","NA"
"4430850","NA"
"4369856","NA"
"4386115","NA"
"4563700","NA"
"4323032","NA"
"4491715","NA"
"4568298","NA"
"4433160","NA"
"4270702","NA"
"4382420","NA"
"4439719","NA"
"4449602","NA"
"4433637","NA"
"4570231","NA"
"4652832","NA"
"4316620","NA"
"4283945","NA"
"4433591","NA"
"4495516","NA"
"4519754","NA"
"4385441","NA"
"4396052","NA"
"4368683","NA"
"4425851","NA"
"4499761","NA"
"4519779","NA"
"4373015","NA"
"4431026","NA"
"4535378","NA"
"4387603","NA"
"4448307","NA"
"4652325","NA"
"4650764","NA"
"4383179","NA"
"4484912","NA"
"2993809","NA"
"4571209","NA"
"4431918","NA"
"4563122","NA"
"4426144","NA"
"4388980","NA"
"4560063","NA"
"4563138","NA"
"4278060","NA"
"4560000","NA"
"4571372","NA"
"4679175","NA"
"4431203","NA"
"4567091","NA"
"4573356","NA"
"4431012","NA"
"4430104","NA"
"2559542","NA"
"4567384","NA"
"4360846","NA"
"4567492","NA"
"4450229","NA"
"4482323","NA"
"4430179","NA"
"4376412","NA"
"4559222","NA"
"4570820","NA"
"4383632","NA"
"4563645","NA"
"4373504","NA"
"4648141","NA"
"4431637","NA"
"4563816","NA"
"1973491","NA"
"3600059","NA"
"4414773","NA"
"4339554","NA"
"4529900","NA"
"4650003","NA"
"4574310","NA"
"4454229","NA"
"4569093","NA"
"4565646","NA"
"4512209","NA"
"4521232","NA"
"4318641","NA"
"4382651","NA"
"4564416","NA"
"4560946","NA"
"4375612","NA"
"4381763","NA"
"4447930","NA"
"4316476","NA"
"4491274","NA"
"4647800","NA"
"4647506","NA"
"4451126","NA"
"4270844","NA"
"4564184","NA"
"4562727","NA"
"1550832","NA"
"4490227","NA"
"4662563","NA"
"4432903","NA"
"4429636","NA"
"4452733","NA"
"4404396","NA"
"4649813","NA"
"4648410","NA"
"4279848","NA"
"4450950","NA"
"4374297","NA"
"4452933","NA"
"4449973","NA"
"4563451","NA"
"4646264","NA"
"4677572","NA"
"4636253","NA"
"4319198","NA"
"4565780","NA"
"4322397","NA"
"4566158","NA"
"4445984","NA"
"4564703","NA"
"4476966","NA"
"4644600","NA"
"4430563","NA"
"4573297","NA"
"1009647","NA"
"3581000","NA"
"3350250","NA"
"4561503","NA"
"4413358","NA"
"4449819","NA"
"4454990","NA"
"4323268","NA"
"4558475","NA"
"4563185","NA"
"4573911","NA"
"4526831","NA"
"4453174","NA"
"4683737","NA"
"4322836","NA"
"1177968","NA"
"2240460","NA"
"4398411","NA"
"2289980","NA"
"4571465","NA"
"4645704","NA"
"4495098","NA"
"4495908","NA"
"4469741","NA"
"4679172","NA"
"4600782","NA"
"4533338","NA"
"4453957","NA"
"2479168","NA"
"4574394","NA"
"4421835","NA"
"4433329","NA"
"4449812","NA"
"4489690","NA"
"4323586","NA"
"4470665","NA"
"4637515","NA"
"4567937","NA"
"4493446","NA"
"4649501","NA"
"4413381","NA"
"4524958","NA"
"4563951","NA"
"4373124","NA"
"4446388","NA"
"4486587","NA"
"4686784","NA"
"4570340","NA"
"4415103","NA"
"4566740","NA"
"4267361","NA"
"1520852","NA"
"4568038","NA"
"4370167","NA"
"4452630","NA"
"4485276","NA"
"4383444","NA"
"4531851","NA"
"4321089","NA"
"4571016","NA"
"4572450","NA"
"4382042","NA"
"4568548","NA"
"4571054","NA"
"4389340","NA"
"4571217","NA"
"4568644","NA"
"4570440","NA"
"2058682","NA"
"4572834","NA"
"4430133","NA"
"4428729","NA"
"3291723","NA"
"4385292","NA"
"4434668","NA"
"4428327","NA"
"4566886","NA"
"4381854","NA"
"4570673","NA"
"4274573","NA"
"4490509","NA"
"4271568","NA"
"4684349","NA"
"4576057","NA"
"4568413","NA"
"4533240","NA"
"3831207","NA"
"4678349","NA"
"4518215","NA"
"4389145","NA"
"1468281","NA"
"4651513","NA"
"4447070","NA"
"4449384","NA"
"4370101","NA"
"4452755","NA"
"4565729","NA"
"4562924","NA"
"4427448","NA"
"4531955","NA"
"4451740","NA"
"4272076","NA"
"4684781","NA"
"4438080","NA"
"4569380","NA"
"4493990","NA"
"1980448","NA"
"4573534","NA"
"4571557","NA"
"4561808","NA"
"4471023","NA"
"4446172","NA"
"4428280","NA"
"3814724","NA"
"4678920","NA"
"4276092","NA"
"4526834","NA"
"4322021","NA"
"4563835","NA"
"4336337","NA"
"4386715","NA"
"4428100","NA"
"4683336","NA"
"4626997","NA"
"4562599","NA"
"2747714","NA"
"4572001","NA"
"4322213","NA"
"4425684","NA"
"4491723","NA"
"4452397","NA"
"2188102","NA"
"4423831","NA"
"4429822","NA"
"4342593","NA"
"4554090","NA"
"2075689","NA"
"4285722","NA"
"4325716","NA"
"4318158","NA"
"3377221","NA"
"4574715","NA"
"4429730","NA"
"4434854","NA"
"4566603","NA"
"4449381","NA"
"4424099","NA"
"4571985","NA"
"4564019","NA"
"4321064","NA"
"4449942","NA"
"1958002","NA"
"4435339","NA"
"4650300","NA"
"1234832","NA"
"4578793","NA"
"4429775","NA"
"4453382","NA"
"1459503","NA"
"4650322","NA"
"4575203","NA"
