"funding","title"
"3604480","NA"
"3281718","NA"
"1151147","CAREER:  Using Haptically  Augmented Tactile Communication Methods to Foster the Inclusion of the Visually Impaired in STEM Professions"
"4875832","NA"
"5106968","NA"
"9682832","NA"
"9114224","NA"
"5202488","NA"
"5469352","NA"
"5202608","NA"
"5469472","NA"
"8192192","NA"
"9052400","NA"
"5208088","NA"
"8774832","NA"
"9035624","NA"
"5583232","NA"
"9708864","1996 Presidential Awardees"
"9035744","NA"
"5583352","NA"
"9708984","NA"
"9371384","NA"
"5680184","NA"
"6121680","NA"
"6121800","NA"
"5457784","NA"
"5124168","NA"
"5776784","NA"
"5508240","NA"
"5776904","NA"
"5508360","NA"
"6259904","NA"
"6776680","NA"
"6776800","NA"
"9521208","NA"
"6333840","NA"
"7207184","NA"
"9879904","NA"
"9696864","NA"
"6888896","NA"
"7893672","NA"
"6889016","NA"
"7893792","NA"
"8509872","NA"
"9403072","NA"
"9403192","NA"
"5133928","NA"
"5890152","NA"
"5496312","NA"
"6368648","NA"
"5496432","NA"
"6368768","NA"
"8973136","NA"
"9942896","NA"
"9943016","NA"
"5570520","NA"
"8851424","NA"
"6137984","NA"
"6253680","NA"
"6083720","NA"
"5999256","NA"
"9794384","NA"
"6652208","NA"
"6795976","NA"
"6590288","NA"
"5999376","NA"
"9794504","NA"
"6652328","NA"
"6796096","NA"
"6590408","NA"
"5484496","NA"
"8951680","NA"
"9872304","NA"
"5895776","NA"
"9904832","NA"
"5895896","NA"
"9904952","NA"
"4909184","NA"
"6296280","NA"
"8251376","NA"
"8705880","NA"
"8762512","NA"
"5230576","NA"
"6835608","NA"
"9095136","NA"
"9618328","NA"
"9693616","NA"
"5230696","NA"
"6835728","NA"
"9095256","NA"
"9618448","NA"
"9693736","NA"
"5065760","NA"
"5343928","NA"
"5344048","NA"
"9513632","NA"
"5471536","NA"
"8845616","NA"
"5884960","NA"
"9788576","NA"
"5885080","NA"
"9788696","NA"
"5412608","NA"
"5740256","NA"
"9907816","NA"
"5343176","NA"
"9851992","NA"
"9257848","NA"
"5466600","NA"
"9093584","NA"
"5818376","NA"
"6193232","NA"
"5738736","NA"
"5878744","NA"
"5818496","NA"
"6193352","NA"
"5738856","NA"
"5878864","NA"
"8896232","NA"
"9843024","NA"
"9843144","NA"
"9984792","NA"
"8898032","NA"
"9862688","NA"
"9862808","NA"
"5587416","NA"
"6559936","NA"
"9826784","NA"
"9856488","NA"
"6019976","NA"
"7146896","NA"
"6020096","NA"
"7147016","NA"
"9867288","NA"
"8978672","NA"
"9229216","NA"
"9950984","NA"
"9951104","NA"
"1024527","NA"
"1044118","NA"
"1043571","NA"
"1039557","NA"
"1048740","CRIF-MU: Acquisition of an X-Ray photoelectron spectrometer (XPS) for small area and depth profiling analysis"
"1024867","NA"
"1000491","Collaborative Research: Geopolymeric Nanocomposite, A Next Generation Material For Infrastructure Sustainability"
"1001200","Outreach and Evaluation Efforts to Extend the Impact of the NSDL Program"
"1005461","NA"
"1004763","NA"
"1091485","NA"
"1053564","NA"
"1015334","NA"
"1002423","NA"
"1020217","NA"
"1042613","NA"
"1634660","NA"
"2362524","NA"
"1001142","NA"
"5151736","NA"
"0902130","NA"
"1304875","Collaborative Research:  Atmospheric measurements of O2/N2 ratio, CO2 concentration, and CO2 isotopes in support of the Arctic Observing Network"
"0909377","Interannual Variability in Carbon Export to the Deep Arctic Ocean"
"0856214","Collaborative Research: Sustained Observations of the North Pole Environment to Characterize Ongoing Arctic Change"
"0856808","Collaborative Research: Sustained Observations of the North Pole Environment to Characterize Ongoing Arctic Change"
"0520328","Ocean-Ice Interaction Measurements using Autonomous Ocean Flux Buoys in the Arctic Observing System"
"1107524","Past, Present and Fuuture States and Variations of the late Quarternary Permafrost Subsystem"
"1204110","Collaborative Research: Interactions Between Air Temperature, Permafrost and Hydrology in the High Latitudes of Eurasia"
"1204169","Quantifying nitrite and peroxynitrite formation from the photolysis of nitrate in/on ice"
"1023477","Collaborative Research: Integrating paleoecological analysis and ecological modeling to elucidate the responses of tundra fire regimes to climate change"
"0807094","RUI: Controls on methanogenesis, methane oxidation, and consumer utilization of methane-derived carbon in arctic lakes"
"0336450","Core Measurements at Summit, Greenland Environmental Observatory"
"1201733","Collaborative Research: Development of an Ice-Tethered Winch for the Seasonal Ice Zone"
"1202060","Collaborative Research: Development of an Ice-Tethered Winch for the Seasonal Ice Zone"
"1150872","CAREER: Floer Homology and Low-Dimensional Topology"
"3850671","NA"
"1693250","NA"
"1041767","NA"
"1222885","NA"
"1174889","NA"
"1098883","NA"
"1040851","NA"
"1064035","NA"
"1106429","NA"
"1103190","NA"
"1179974","NA"
"1267256","NA"
"1070282","NA"
"1022444","NA"
"1067642","Developing a Molecularly Detailed Theoretical Framework for Predicting the  Thermodynamic Properties of Ionic Liquids"
"1024227","NA"
"1079809","NA"
"1022337","EAGER: Partial Oxidation of Methane Using Supported, Fluoroalkylated Phthalocyanine Catalysts"
"1141403","NA"
"1279430","NA"
"1233749","Collaborative Research:  GEOTRACES Pacific section:  Spatial variability of lead concentrations and isotopic compositions in the Eastern Tropical South Pacific"
"1134934","Second Workshop on Computational Issues in Nonlinear Control"
"1036685","NA"
"1158369","NA"
"1235223","NA"
"1101052","NA"
"1005783","NA"
"1068203","NA"
"1078847","NA"
"1151380","NA"
"1252312","NA"
"1195582","NA"
"1088261","NA"
"1000421","NA"
"1013084","NA"
"1015438","NA"
"1014198","NA"
"3880242","NA"
"9929364","NA"
"9431487","NA"
"9053427","NA"
"8966801","NA"
"9015285","NA"
"9280315","NA"
"7153460","NA"
"5607786","NA"
"4301149","NA"
"9242789","NA"
"7182818","NA"
"7567794","NA"
"8349511","NA"
"7892747","NA"
"1270968","NA"
"1693405","NA"
"1294838","NA"
"1770708","NA"
"1675732","NA"
"0732713","Adaptive long-term fasting in land- and ice-bound polar bears: coping with ice loss in the Arctic?"
"0909432","Near-inertial wave generation, propagation, and shoaling in a seasonally ice-covered ocean"
"1022710","Collaborative Research: Sea ice deformation observation within AON"
"1023662","Collaborative Research: Sea Ice Deformation Observation with an AON"
"1412805","Collaborative Research: Sea Ice Deformation Observation with an AON"
"0936365","Support for Atmospheric Field Research at Thule, Greenland"
"1021274","The Response of Arctic Clouds to Changes in Sea Ice during Autumn"
"0856268","Ultraviolet Radiation in the Arctic"
"1111395","Paleoindian Adaptations in Eastern Beringia: Prelude or Postscript to the Early Settlement of the Americas"
"1023283","Impacts of reduced sea ice on atmospheric heat, precipitation rates, and ice production"
"1023281","Collaborative Research: The East Siberian Arctic Shelf as a Source of Atmospheric Methane: First Approach to Quantitative Assessment"
"0909538","Collaborative Research: Environmental changes alter the carbon cycle of High Arctic ecosystems: shifts in the ages and sources of CO2 and DOC"
"0909514","Collaborative Research: Environmental changes alter the carbon cycle of High Arctic ecosystems: shifts in the ages and sources of CO2 and DOC"
"0909510","Collaborative Research: Environmental changes alter the carbon cycle of high Arctic ecosystems: Shifts in the ages and sources of CO2 and DOC."
"1203583","Collaborative Research: Multi-Regional Scale Aircraft Observations of Methane and Carbon Dioxide Isotopic Fluxes in the Arctic"
"2968032","NA"
"2497152","NA"
"5604960","NA"
"2120448","NA"
"2336908","NA"
"1983628","NA"
"5630312","NA"
"7854440","NA"
"8271464","NA"
"1147304","NA"
"5699816","NA"
"8966504","NA"
"6221096","NA"
"5908328","NA"
"2120360","NA"
"2968516","NA"
"2497636","NA"
"5605444","NA"
"2120932","NA"
"2337392","NA"
"1984112","NA"
"1107798","Collaborative Research: Forty-Thousand Years of Yedoma: An investigation into the spatial heterogeneity and paleo-history of organic-rich permafrost in Alaska"
"1107571","NA"
"1203558","Collaborative Research: Using opportunistic radon measurements to estimate the gas transfer velocity in partial sea ice cover"
"7806508","NA"
"0855828","Collaborative Proposal: An Interdisciplinary Monitoring Mooring in the Western  Arctic Boundary Current: Climatic Forcing and Ecosystem Response"
"0856210","Collaborative Research:  An interdisciplinary monitoring mooring in the western Arctic boundary current:  Climatic forcing and ecosystem response"
"0856244","Collaborative Proposal:  An interdisciplinary monitoring mooring in the western Arctic boundary current: Climatic forcing and ecosystem response"
"1460290","Collaborative Research: Sample Analysis to Test a Novel Method of Determining Atmospheric Deposition of Trace Elements to the Ocean/Ice System of the Arctic"
"1108790","Collaborative Research: Cosmic Magnetic Fields; Origin, Evolution, and  Signatures"
"9606670","NA"
"2877217","NA"
"2923847","NA"
"2029529","NA"
"1504394","Late Season Productivity, Carbon, and Nutrient Dynamics in a Changing Arctic"
"0805703","Polar Sea-Ice Information Needs: Interdisciplinary Training, Outreach and IPY Legacy Products Through a Sea-Ice System Services Approach"
"1203496","Collaborative Research:  Evaluating the Competing Impacts of Global Emissions Reductions and Climate Change on the Distribution and Retention of selected POPs in the Arctic Ocean"
"0632387","IPY: Pan-Arctic Studies of the Coupled Tropospheric, Stratospheric and Mesospheric Circulation"
"7616380","NA"
"1334233","NA"
"1359287","NA"
"1605365","Can Coral Reefs in the Central Pacific Survive Ocean Warming? A 2015 El Nino Test"
"1061129","NA"
"0632264","IPY: Collaborative Research on Carbon, Water, and Energy Balance of the Arctic Landscape at Flagship Observatories and in a Pan-Arctic Network"
"3933282","NA"
"3902320","NA"
"4051629","NA"
"4187318","NA"
"3984000","NA"
"4052806","NA"
"4188888","NA"
"4057326","NA"
"4104868","NA"
"4183448","NA"
"4085045","NA"
"4024570","NA"
"3176101","NA"
"4059269","NA"
"4054789","NA"
"4025419","NA"
"3903204","NA"
"4058145","NA"
"3894813","NA"
"4104075","NA"
"3912460","NA"
"2705768","NA"
"3550215","NA"
"3808843","NA"
"4183300","NA"
"2324546","NA"
"4185328","NA"
"2610003","NA"
"4184156","NA"
"4159908","NA"
"3912655","NA"
"2627557","NA"
"2060542","NA"
"3311043","NA"
"3938840","NA"
"4185906","NA"
"3895745","NA"
"4029178","NA"
"1773227","NA"
"3932865","NA"
"4183496","NA"
"2549327","NA"
"4184212","NA"
"3909688","NA"
"4047450","NA"
"3934419","NA"
"4184324","NA"
"3931636","NA"
"1513696","NA"
"3982455","NA"
"3809716","NA"
"3935960","NA"
"1895466","NA"
"1913813","NA"
"3934657","NA"
"4185608","NA"
"4182466","NA"
"3912752","NA"
"3933179","NA"
"4056298","NA"
"4107251","NA"
"4186534","NA"
"4054283","NA"
"1976882","NA"
"4182054","NA"
"4186406","NA"
"3066586","NA"
"3895823","NA"
"4105599","NA"
"1927370","NA"
"4183354","NA"
"4024963","NA"
"4181580","NA"
"4027724","NA"
"4059538","NA"
"4182416","NA"
"3936424","NA"
"1773277","NA"
"4026587","NA"
"3910014","NA"
"3931970","NA"
"3944346","NA"
"4183498","NA"
"4029264","NA"
"4103781","NA"
"2120453","NA"
"4049440","NA"
"4026828","NA"
"3942990","NA"
"4185114","NA"
"4105112","NA"
"3896129","NA"
"4028828","NA"
"4182722","NA"
"4029210","NA"
"2752803","NA"
"3265213","NA"
"3863861","NA"
"4184934","NA"
"4053391","NA"
"4054314","NA"
"3867100","NA"
"4027657","NA"
"4050216","NA"
"2936226","NA"
"4185040","NA"
"2254329","NA"
"4027282","NA"
"4060890","NA"
"2884857","NA"
"4186920","NA"
"4050102","NA"
"4189140","NA"
"3994968","NA"
"4026903","NA"
"1192737","NA"
"4029675","NA"
"4112407","NA"
"3954081","NA"
"3936760","NA"
"4054463","NA"
"1924456","NA"
"3941234","NA"
"4061307","NA"
"4183022","NA"
"4187954","NA"
"3902758","NA"
"4183154","NA"
"4030292","NA"
"4060778","NA"
"3887251","NA"
"4048615","NA"
"4169922","NA"
"4025445","NA"
"3940621","NA"
"4187946","NA"
"4184830","NA"
"4029563","NA"
"4108363","NA"
"4062424","NA"
"3912034","NA"
"3913206","NA"
"4060763","NA"
"4054503","NA"
"2152077","NA"
"3903047","NA"
"2677650","NA"
"3911212","NA"
"3934722","NA"
"3939843","NA"
"4100957","NA"
"3534293","NA"
"3845333","NA"
"4185240","NA"
"3935343","NA"
"2182533","NA"
"4054160","NA"
"4019700","NA"
"4103538","NA"
"4111405","NA"
"4061137","NA"
"3914009","NA"
"1736536","NA"
"4184636","NA"
"1674776","NA"
"1030985","NA"
"4058339","NA"
"4054238","NA"
"3932979","NA"
"4182866","NA"
"3903300","NA"
"4111292","NA"
"4052825","NA"
"4107255","NA"
"1695144","NA"
"4025365","NA"
"4059256","NA"
"4058305","NA"
"4112849","NA"
"4026343","NA"
"4027109","NA"
"3918995","NA"
"4183278","NA"
"4187216","NA"
"4060499","NA"
"2135047","NA"
"4184856","NA"
"3913872","NA"
"4111865","NA"
"4049870","NA"
"4178320","NA"
"4106602","NA"
"1365042","NA"
"3941548","NA"
"3935393","NA"
"3934409","NA"
"3912123","NA"
"2084445","NA"
"1582032","NA"
"3902940","NA"
"4112768","NA"
"4031535","NA"
"2853282","NA"
"4182204","NA"
"2552785","NA"
"4061524","NA"
"4060761","NA"
"3891241","NA"
"4146426","NA"
"1967717","NA"
"3249612","NA"
"4182720","NA"
"1748403","NA"
"1136809","NA"
"4025069","NA"
"4181074","NA"
"3894965","NA"
"2701227","NA"
"4031221","NA"
"3032308","NA"
"4185148","NA"
"4029891","NA"
"3871242","NA"
"3438980","NA"
"3932449","NA"
"4028337","NA"
"3812005","NA"
"3358381","NA"
"3932663","NA"
"4181650","NA"
"3914289","NA"
"4183552","NA"
"4106290","NA"
"4059934","NA"
"3911386","NA"
"4184600","NA"
"4052106","NA"
"2320661","NA"
"4185460","NA"
"2428141","NA"
"3910403","NA"
"4186108","NA"
"4050299","NA"
"4106306","NA"
"3912160","NA"
"3931339","NA"
"3632180","NA"
"3909799","NA"
"3902589","NA"
"4027639","NA"
"4029230","NA"
"4184804","NA"
"3287236","NA"
"3900091","NA"
"4185602","NA"
"3944846","NA"
"3095690","NA"
"4180874","NA"
"3914489","NA"
"4026383","NA"
"3910202","NA"
"4103082","NA"
"3905778","NA"
"2296225","NA"
"3909374","NA"
"4027566","NA"
"4181062","NA"
"3911445","NA"
"4178744","NA"
"4059950","NA"
"4027005","NA"
"4184038","NA"
"3126208","NA"
"4056610","NA"
"4049227","NA"
"2927343","NA"
"4182610","NA"
"1873319","NA"
"4028734","NA"
"3944146","NA"
"1244317","NA"
"4183214","NA"
"3493506","NA"
"2423603","NA"
"4053691","NA"
"4112388","NA"
"4113449","NA"
"4030956","NA"
"4185530","NA"
"4183512","NA"
"4054053","NA"
"4026755","NA"
"4024474","NA"
"2920437","NA"
"4186624","NA"
"4185694","NA"
"4104617","NA"
"3943013","NA"
"1457437","NA"
"4183944","NA"
"3906509","NA"
"4058519","NA"
"3937983","NA"
"3612467","NA"
"4181514","NA"
"4049882","NA"
"3809520","NA"
"2183117","NA"
"4059093","NA"
"3931922","NA"
"3939011","NA"
"3912292","NA"
"3905146","NA"
"3809481","NA"
"3933591","NA"
"4006869","NA"
"4182352","NA"
"2867981","NA"
"4102774","NA"
"4050806","NA"
"3933655","NA"
"3894465","NA"
"4026710","NA"
"4182082","NA"
"4052185","NA"
"4101700","NA"
"3933688","NA"
"3558964","NA"
"4182636","NA"
"3910245","NA"
"4024888","NA"
"2393440","NA"
"4059652","NA"
"2764420","NA"
"4182410","NA"
"3912289","NA"
"3933901","NA"
"4185244","NA"
"4057427","NA"
"4184680","NA"
"4055704","NA"
"4052009","NA"
"2392359","NA"
"4184332","NA"
"4060931","NA"
"4177700","NA"
"4104398","NA"
"3911845","NA"
"4101234","NA"
"4060595","NA"
"3935537","NA"
"4184164","NA"
"3948919","NA"
"4178564","NA"
"4054576","NA"
"4053804","NA"
"2452762","NA"
"3412889","NA"
"3937531","NA"
"4053526","NA"
"3950672","NA"
"4184172","NA"
"4187080","NA"
"2091696","NA"
"4110728","NA"
"4054688","NA"
"3912144","NA"
"2560687","NA"
"1810615","NA"
"3895383","NA"
"4026736","NA"
"4026479","NA"
"4184560","NA"
"3933036","NA"
"4186914","NA"
"4186646","NA"
"2914782","NA"
"1734285","NA"
"4186442","NA"
"4051134","NA"
"4025416","NA"
"3807528","NA"
"3916336","NA"
"3894847","NA"
"4050172","NA"
"4185426","NA"
"4184688","NA"
"4185764","NA"
"3941638","NA"
"2579921","NA"
"2726471","NA"
"4025759","NA"
"1402376","NA"
"3908641","NA"
"4184224","NA"
"3909850","NA"
"2240022","NA"
"1094544","NA"
"4184506","NA"
"4052031","NA"
"4183772","NA"
"2930883","NA"
"4106145","NA"
"3938746","NA"
"3905373","NA"
"4061025","NA"
"2017630","NA"
"3905494","NA"
"1313387","NA"
"4183478","NA"
"4057834","NA"
"1400234","NA"
"4055667","NA"
"4183738","NA"
"3809533","NA"
"2546853","NA"
"2323585","NA"
"3035966","NA"
"4059473","NA"
"3911647","NA"
"2199319","NA"
"3946296","NA"
"3913459","NA"
"2334100","NA"
"3913211","NA"
"3909929","NA"
"4048229","NA"
"3810860","NA"
"3939078","NA"
"3934273","NA"
"4025143","NA"
"4029614","NA"
"3932172","NA"
"4053010","NA"
"4057639","NA"
"4025743","NA"
"3934690","NA"
"3933373","NA"
"4030475","NA"
"4182622","NA"
"4185876","NA"
"3953738","NA"
"4043762","NA"
"4184832","NA"
"3940734","NA"
"4184060","NA"
"3895960","NA"
"1890417","NA"
"3114067","NA"
"4182386","NA"
"4061109","NA"
"3942748","NA"
"4185468","NA"
"4050104","NA"
"4036443","NA"
"3915145","NA"
"3951556","NA"
"4185272","NA"
"4183768","NA"
"4055666","NA"
"3895046","NA"
"4106396","NA"
"3810487","NA"
"4183494","NA"
"3935338","NA"
"3905859","NA"
"3939710","NA"
"4030410","NA"
"2525590","NA"
"3910161","NA"
"4120300","NA"
"2565939","NA"
"2232677","NA"
"4181930","NA"
"1509196","NA"
"3062618","NA"
"3932417","NA"
"4048248","NA"
"4185922","NA"
"2619366","NA"
"4182302","NA"
"4050881","NA"
"3912989","NA"
"4186340","NA"
"3913541","NA"
"4024193","NA"
"3809759","NA"
"4181112","NA"
"1358395","NA"
"4103401","NA"
"3912094","NA"
"4179814","NA"
"4181492","NA"
"4059183","NA"
"1990411","NA"
"4027967","NA"
"4188102","NA"
"4183602","NA"
"3910808","NA"
"4029385","NA"
"4182728","NA"
"2160092","NA"
"1440633","NA"
"4111838","NA"
"4026488","NA"
"4182686","NA"
"3909398","NA"
"4025811","NA"
"3966153","NA"
"1870330","NA"
"2683475","NA"
"4182726","NA"
"3910969","NA"
"3936448","NA"
"3935433","NA"
"3949026","NA"
"2610024","NA"
"4058025","NA"
"3597963","NA"
"3913456","NA"
"1206379","NA"
"2197664","NA"
"4054289","NA"
"4184436","NA"
"4183654","NA"
"4188380","NA"
"3933692","NA"
"4026022","NA"
"3810361","NA"
"4052812","NA"
"4178958","NA"
"4187200","NA"
"4024531","NA"
"3852751","NA"
"4049489","NA"
"3936135","NA"
"2881367","NA"
"4054934","NA"
"4106139","NA"
"3299833","NA"
"4164474","NA"
"1578882","NA"
"1446718","NA"
"1679722","NA"
"1092720","NA"
"1141828","EAGER: Towards New Scalable Stochastic Flow Algorithms"
"1057080","CAREER: Speaker variability and spoken language comprehension"
"9437492","NA"
"9468540","NA"
"5826560","NA"
"1132152","NA"
"1229114","MRI: Acquisition of Stable Isotope Instrumentation for Biogeochemistry Research and Teaching at the University of Cincinnati"
"5461130","NA"
"6593016","NA"
"1268255","NA"
"6973440","NA"
"1127320","AIR:  Weather information for the smart economy"
"3020800","NA"
"2629921","NA"
"2870825","NA"
"1570732","NA"
"1718437","NA"
"3681469","NA"
"3626525","NA"
"3283988","NA"
"5930996","NA"
"7123604","NA"
"4939268","NA"
"2006276","NA"
"4553348","NA"
"4505108","NA"
"2301025","NA"
"1631352","NA"
"5696184","NA"
"5698160","NA"
"3625203","NA"
"3612374","NA"
"5151432","NA"
"5447680","NA"
"1476096","NA"
"1115688","NA"
"1137212","NA"
"1138109","NA"
"1139844","A Workshop on Restructuring Adjectives in WordNet"
"1140072","NA"
"1137544","Targeted Infusion Grant: Vertical Integration of Concepts, Laboratory Experiences and Research Training in Cyber Security across the Undergraduate Electrical and Computer Engineeri"
"1135470","NA"
"1136620","NA"
"1133879","NA"
"1126570","MRI: Development of a Cross-Platform Infrastructure for Natural Interaction Research"
"1115668","Preconditioning, analysis, and applications of numerical algebraic geometry methods"
"1110321","NA"
"1065209","NA"
"1098667","NA"
"1123791","NA"
"1124013","NA"
"1090352","NA"
"1097244","NA"
"1079371","NA"
"1040363","NA"
"1059296","NA"
"6052022","NA"
"7190106","NA"
"1606144","NA"
"6200396","NA"
"6215924","NA"
"4148748","NA"
"6391144","NA"
"5647008","NA"
"4650016","NA"
"6253628","NA"
"1023462","Collaborative Research: Greenland Meltwater Geomicrobiology"
"0612461","Collaborative Research: An Isotope MIF Study of Volcanic Events in Greenland Ice Cores"
"0612422","Collaborative Research: An Isotope MIF Study of Volcanic Events in Greenland Ice Cores"
"0632177","COLLABORATIVE RESEARCH: IPY: Cloud properties across the Arctic Basin from surface and satellite measurements - An exisiting Arctic Observing Network"
"0909495","Collaborative Research: Greenland Ice Sheet Basal Hydrology and Sliding Dynamics ? The Proof of the Drill"
"0909482","The geochemical ecology of cryptoendolithic microorganisms: relationships between cyanobacteria and sandstone weathering in the Canadian High Arctic"
"5974462","NA"
"2229315","NA"
"7559671","NA"
"1261038","NA"
"3594319","NA"
"1340524","NA"
"2211672","NA"
"2514998","NA"
"2952281","NA"
"2946980","NA"
"2792608","NA"
"0649006","The Svalbard REU - Holocene and Modern Climate Change in the High Arctic"
"1054235","NA"
"2015462","NA"
"1417711","Bioavailability of Arctic Soil Carbon:   Examining the Relationship Between Chemical Composition and Lability During the Holocene"
"5007360","NA"
"9581795","NA"
"4745344","NA"
"1023264","Arctic Ocean Acidification: Bering Strait Time Series"
"1080352","NA"
"1108872","NA"
"1116359","NA"
"1126151","NA"
"1140552","NA"
"1140264","NA"
"1024489","NA"
"1135942","NA"
"1137673","NA"
"1127878","NA"
"1100808","NA"
"1140839","NA"
"1138823","NA"
"1043775","NA"
"1144295","NA"
"1118089","NA"
"1141716","Collaborative Research: Are Buried Paleochannels Effective Reactors for Water and Solute Transport in a Deltaic Subterranean Estuary?"
"1061640","NA"
"1214464","NA"
"7281798","NA"
"1648361","NA"
"4162428","NA"
"5168610","NA"
"1672268","NA"
"1438991","NA"
"3527604","NA"
"4709558","NA"
"4465996","NA"
"4688089","NA"
"4557037","NA"
"4680794","NA"
"4466384","NA"
"4459813","NA"
"4462246","NA"
"4729301","NA"
"4691792","NA"
"4406463","NA"
"4559823","NA"
"4492476","NA"
"3268822","NA"
"4696136","NA"
"4464390","NA"
"4462865","NA"
"4718800","NA"
"4456320","NA"
"4555996","NA"
"4693820","NA"
"4724452","NA"
"4714817","NA"
"4727660","NA"
"4343495","NA"
"4560149","NA"
"4457171","NA"
"4555676","NA"
"4741379","NA"
"4493691","NA"
"4562386","NA"
"4464613","NA"
"4497268","NA"
"4727578","NA"
"4717195","NA"
"4743505","NA"
"4709628","NA"
"4716592","NA"
"4470055","NA"
"4717588","NA"
"4558988","NA"
"4700208","NA"
"4692438","NA"
"4742359","NA"
"4459755","NA"
"4461824","NA"
"4551393","NA"
"4547596","NA"
"4736557","NA"
"4740904","NA"
"4564517","NA"
"4314671","NA"
"4737803","NA"
"2373711","NA"
"4313758","NA"
"4694718","NA"
"4733300","NA"
"4458537","NA"
"4692348","NA"
"4715348","NA"
"4558309","NA"
"4482127","NA"
"4466816","NA"
"4729567","NA"
"4562341","NA"
"4528091","NA"
"4726385","NA"
"4411345","NA"
"4557941","NA"
"4461823","NA"
"4716257","NA"
"4696314","NA"
"4560879","NA"
"4715132","NA"
"4690686","NA"
"4717873","NA"
"4715448","NA"
"4698870","NA"
"4714318","NA"
"4713026","NA"
"4717178","NA"
"4637571","NA"
"4716423","NA"
"4694456","NA"
"4708576","NA"
"4583200","NA"
"4460091","NA"
"4685132","NA"
"4690824","NA"
"4712981","NA"
"4465933","NA"
"3636589","NA"
"4710143","NA"
"4496975","NA"
"4494706","NA"
"4559432","NA"
"4560270","NA"
"4690150","NA"
"4719500","NA"
"4559191","NA"
"4687502","NA"
"4347029","NA"
"4712329","NA"
"4560850","NA"
"4684384","NA"
"4709026","NA"
"4406659","NA"
"4694180","NA"
"4459181","NA"
"4467130","NA"
"4697426","NA"
"4345138","NA"
"4694208","NA"
"4466030","NA"
"4611612","NA"
"4720248","NA"
"4464894","NA"
"4713374","NA"
"2843846","NA"
"4690723","NA"
"4345607","NA"
"4742440","NA"
"4461282","NA"
"4690764","NA"
"4530952","NA"
"4346420","NA"
"4692158","NA"
"4739823","NA"
"4696606","NA"
"4557688","NA"
"4739462","NA"
"4696930","NA"
"4492797","NA"
"4462643","NA"
"4741482","NA"
"4694444","NA"
"4692252","NA"
"4708723","NA"
"4559840","NA"
"4456707","NA"
"4710721","NA"
"4690184","NA"
"4558090","NA"
"4691204","NA"
"4562776","NA"
"4345050","NA"
"2270349","NA"
"4717820","NA"
"4466148","NA"
"4691938","NA"
"4709542","NA"
"4711144","NA"
"4731770","NA"
"4742161","NA"
"4722181","NA"
"4557628","NA"
"4442700","NA"
"4024569","NA"
"4563652","NA"
"4692500","NA"
"4735911","NA"
"4696362","NA"
"4583033","NA"
"4745599","NA"
"4558849","NA"
"4559585","NA"
"4710655","NA"
"4741183","NA"
"4683098","NA"
"4465614","NA"
"4587663","NA"
"4715321","NA"
"4717251","NA"
"4465622","NA"
"4691418","NA"
"4561678","NA"
"4696744","NA"
"4682342","NA"
"4460152","NA"
"4707564","NA"
"4695982","NA"
"4711095","NA"
"4714519","NA"
"4533320","NA"
"4466200","NA"
"4726946","NA"
"4695212","NA"
"4730947","NA"
"4422684","NA"
"4559691","NA"
"4461967","NA"
"4465000","NA"
"4711084","NA"
"1332063","NA"
"4464402","NA"
"4742464","NA"
"4561943","NA"
"4745827","NA"
"4696602","NA"
"4491010","NA"
"4493707","NA"
"4710138","NA"
"4741740","NA"
"4696958","NA"
"4733701","NA"
"4719134","NA"
"4744121","NA"
"4691102","NA"
"4742421","NA"
"4627374","NA"
"3463054","NA"
"4561759","NA"
"4343709","NA"
"4457883","NA"
"4456783","NA"
"4717740","NA"
"4557161","NA"
"4708984","NA"
"4556810","NA"
"1278283","NA"
"4497739","NA"
"4466896","NA"
"4464649","NA"
"4558068","NA"
"4300521","NA"
"4562760","NA"
"4694302","NA"
"4461188","NA"
"4559047","NA"
"4558598","NA"
"4711358","NA"
"4695482","NA"
"4724719","NA"
"4344521","NA"
"4455822","NA"
"4692800","NA"
"4742221","NA"
"4457872","NA"
"4724175","NA"
"4344194","NA"
"4551866","NA"
"4348178","NA"
"4693386","NA"
"4465038","NA"
"4460337","NA"
"4462065","NA"
"4717163","NA"
"4587132","NA"
"4705258","NA"
"4741890","NA"
"4317710","NA"
"4710848","NA"
"4711493","NA"
"4690524","NA"
"4559292","NA"
"4695770","NA"
"4374705","NA"
"4708973","NA"
"4406159","NA"
"4487977","NA"
"4725735","NA"
"4708546","NA"
"4462957","NA"
"4691958","NA"
"4459858","NA"
"4725441","NA"
"4691928","NA"
"4562086","NA"
"4462892","NA"
"4465636","NA"
"4560700","NA"
"4560080","NA"
"4743275","NA"
"4692050","NA"
"4347983","NA"
"4712401","NA"
"4707846","NA"
"4697146","NA"
"4720147","NA"
"4344330","NA"
"4557018","NA"
"4711703","NA"
"4550447","NA"
"4553009","NA"
"4710656","NA"
"1221289","NA"
"4458303","NA"
"4560543","NA"
"4741209","NA"
"4726288","NA"
"4559877","NA"
"4442230","NA"
"4274143","NA"
"4730141","NA"
"4315696","NA"
"4717649","NA"
"4347199","NA"
"4343328","NA"
"4466301","NA"
"4710166","NA"
"4345790","NA"
"4464134","NA"
"4462527","NA"
"4694698","NA"
"4564687","NA"
"4713871","NA"
"4684224","NA"
"4744190","NA"
"4696428","NA"
"4560023","NA"
