funding_num,date,expDate,fundProgramName,startDate,title
1203784,08/24/2012,12/31/2016,ARCTIC SYSTEM SCIENCE PROGRAM,09/01/2012,Collaborative research: Warming and irradiance measurements in the Arctic: Determining the link between solar energy absorption and surface warming through long term observations
1203838,06/11/2012,05/31/2016,PALEOCLIMATE PROGRAM,06/15/2012,Collaborative Research:  P2C2--Reconstructing Central Alaskan Precipitation Variability and Atmospheric Circulation during the Past Millennium
1203851,07/03/2012,06/30/2015,ARCTIC NATURAL SCIENCES,07/15/2012,Collaborative Research: Developing a high-resolution late Holocene sediment record of rapid Arctic climate change from the Beaufort Sea coastal zone
1203857,06/26/2012,08/31/2017,ARCTIC NATURAL SCIENCES,09/01/2012,Collaborative Research: Direction and Mechanisms of Seasonal Change in Arctic Microbial Communities
1203861,07/11/2012,12/31/2015,ARCTIC NATURAL SCIENCES,01/01/2013,Atmospheric Inputs and the Photochemical Transformation of Brominated Flame Retardants in Arctic Surface Waters
1203902,08/28/2012,08/31/2016,ARCTIC SYSTEM SCIENCE PROGRAM,09/01/2012,A multi-faceted evaluation of aerosol impacts on Arctic clouds
1203990,07/03/2012,01/31/2017,ARCTIC NATURAL SCIENCES,02/01/2013,"Collaborative Research: Paleoclimate, Paleoenvironment and Other Potential Drivers of Extinction of Mammuthus primigenius , St. Paul Island, Pribilof Islands, Alaska"
1204005,08/28/2012,08/31/2016,ARCTIC SYSTEM SCIENCE PROGRAM,09/01/2012,Collaborative Research:  Arctic Sensitivity to Climate Perturbations and a Millenial Perspective on Current Warming Derived from Shrinking Ice Caps
1204013,08/24/2012,08/31/2016,ARCTIC NATURAL SCIENCES,09/01/2012,Collaborative Research:  Exploring the Dynamics of the Active Layer and Near-Surface Permafrost across the North Slope of Alaska
1204044,09/17/2012,08/31/2018,AON IMPLEMENTATION,09/15/2012,Collaborative Research: The Distributed Biological Observatory (DBO)-A Change Detection Array in the Pacific Arctic Region
1204059,08/28/2012,08/31/2016,ARCTIC NATURAL SCIENCES,09/01/2012,Collaborative research: Spatial and temporal variability of surface albedo and light absorbing chemical species in Greenland.
1204070,08/24/2012,08/31/2016,ARCTIC SYSTEM SCIENCE PROGRAM,09/01/2012,"Collaborative Research: Interactions Between Air Temperature, Permafrost and Hydrology in the High Latitudes of Eurasia"
1204082,09/17/2012,08/31/2017,AON IMPLEMENTATION,09/15/2012,Collaborative Research:  The Distributed Biological Observatory (DBO)-A Change Detection Array in the Pacific Arctic Region
1204084,07/27/2012,07/31/2016,ARCTIC NATURAL SCIENCES,08/01/2012,Collaborative Research: Investigating the potential of carbon-14 in polar firn and ice as a tracer of past cosmic ray flux and an absolute dating tool
1204096,08/28/2012,02/28/2018,ARCTIC SYSTEM SCIENCE PROGRAM,09/01/2012,Collaborative Research:  Arctic Sensitivity to Climate Perturbations and a Millenial Perspective on Current Warming Derived from Shrinking Ice Caps
1204110,08/24/2012,08/31/2016,ARCTIC NATURAL SCIENCES,09/01/2012,"Collaborative Research: Interactions Between Air Temperature, Permafrost and Hydrology in the High Latitudes of Eurasia"
1204169,07/13/2012,07/31/2017,ARCTIC NATURAL SCIENCES,08/15/2012,Quantifying nitrite and peroxynitrite formation from the photolysis of nitrate in/on ice
1204176,08/29/2012,08/31/2016,ARCTIC NATURAL SCIENCES,09/01/2012,Collaborative Research: Continuous Records of Greenhouse Gases and Aerosol Deposition During the Holocene: Testing the Fidelity of New Methods for Reconstructing Atmospheric Change
1204220,07/13/2012,06/30/2018,ARCTIC NATURAL SCIENCES,07/15/2012,Collaborative Research: Quantification of Dominant Heat Fluxes in Streams and Rivers in Arctic Alaska
1204223,06/26/2012,06/30/2017,ARCTIC NATURAL SCIENCES,07/01/2012,"NEEM basal ice, assessing the attributes of a cold, deep, dark ecosystem"
1204233,07/03/2012,01/31/2017,ARCTIC SYSTEM SCIENCE PROGRAM,02/01/2013,"Collaborative Research: Paleoclimate, Paleoenvironment and Other Potential Drivers of Extinction of Mammuthus primigenius, St. Paul Island, Pribilof Islands, Alaska."
1204247,06/21/2012,09/30/2016,ARCTIC NATURAL SCIENCES,09/01/2012,"Longitudinal variation in the physiology, growth and reproduction of white spruce at the Arctic treeline in Alaska"
1204248,08/13/2012,07/31/2015,ARCTIC NATURAL SCIENCES,08/15/2012,Ethane measurements in Greenland ice cores: Developing a preindustrial record
1204263,08/24/2012,02/28/2017,ARCTIC SYSTEM SCIENCE PROGRAM,09/01/2012,Methane loss from Arctic: towards an annual budget of CH4 emissions from tundra ecosystems across a latitudinal gradient
1204267,07/27/2012,07/31/2017,ARCTIC NATURAL SCIENCES,08/01/2012,Circulation and Respiration in Ice-covered Arctic Lakes
1205008,08/29/2012,08/31/2016,ARCTIC SYSTEM SCIENCE PROGRAM,09/01/2012,"Collaborative Research: Investigating the Influence of Sea-surface Variability on Ice Sheet Mass Balance and Outlet Glacier Behavior using Records from Disko Bugt, West Greenland"
1205062,08/29/2012,08/31/2017,ARCTIC SYSTEM SCIENCE PROGRAM,09/01/2012,"Collaborative Research: Investigating the Influence of Sea-surface Variability on Ice Sheet Mass Balance and Outlet Glacier Behavior using Records from Disko Bugt, West Greenland"
1205152,12/22/2011,12/31/2013,ARCTIC NATURAL SCIENCES,01/01/2012,Rapid Response Research: Accessing New Sea Ice in an Arctic Winter Polynya
1208635,02/24/2012,02/28/2014,ARCTIC NATURAL SCIENCES,03/01/2012,"Collaborative Research: Sonic Logging the NEEM Corehole, Greenland"
1215551,03/21/2012,03/31/2014,ARCTIC NATURAL SCIENCES,04/01/2012,Early-concept grant for exploratory research (EAGER) proposal: Accessing the potential of clumped isotope thermometry to constrain temperatures in the Arctic during the Pliocene
1216385,09/11/2012,08/31/2014,ARCTIC SOCIAL SCIENCES,09/15/2012,"Doctoral Dissertation Improvement Grant: Microblades, Bifaces, and the Chindadn Complex: Reinvestigating the Healy Lake Archaeological Record, Alaska"
1217575,09/11/2012,08/31/2014,ARCTIC SOCIAL SCIENCES,09/15/2012,Doctoral Dissertation Improvement Grant:  Prehistoric Upland Use in the Central Alaska Range
1219344,09/10/2012,09/30/2014,ARCTIC SOCIAL SCIENCES,09/15/2012,"Collaborative Research:  Using Visual Methods to Engage Indigenous Youth and Community Members in Cross-Site, International Analysis:  A Methodological Study"
1224181,09/10/2012,08/31/2016,ARCTIC SOCIAL SCIENCES,09/15/2012,"Examining the intersections of place-making and development in the Pribilof Islands, Alaska"
1232856,03/08/2012,12/31/2015,ARCTIC NATURAL SCIENCES,02/02/2012,Collaborative Research: Observation and Prediction of Ocean Acidification in the Western Arctic Ocean - Impacts of Physical and Biogeochemical Processes on Carbonate Mineral States
1236971,07/09/2013,08/31/2016,ARCTIC SOCIAL SCIENCES,08/15/2013,"Doctoral Dissertation Research:  Possibilities for Itelmen language revitalization in Kamchatka, Russia"
1255228,06/24/2013,06/30/2019,ARCTIC NATURAL SCIENCES,07/01/2013,"CAREER: Microbial Allocation of Assimilated Carbon: Interactions between Temperature, Substrate Quality, and Microbial Physiology Determine Efficiency of Arctic Soil Carbon Cycling"
1256669,08/20/2012,06/30/2014,ARCTIC NATURAL SCIENCES,09/01/2012,RAPID: Impact of Large Scale Greenland Ice Sheet Melting on Glacier Hydrology and Meltwater Geochemistry
1263005,07/31/2013,02/28/2015,ARCTIC NATURAL SCIENCES,09/01/2013,Collaborative Research: REU Site: Svalbard REU: Holocene and Modern Climate Change in the Norwegian High Arctic
1263650,09/12/2013,08/31/2018,ARCTIC SOCIAL SCIENCES,09/01/2013,"Collaborative Research: Water, Energy, and Food Security in the North: Synergies, tradeoffs, and building community capacity for sustainable futures (Sustainable Futures North)"
1263854,09/17/2013,08/31/2019,ARCTIC SYSTEM SCIENCE PROGRAM,09/15/2013,Cumulative Effects of Arctic Oil Development - planning and designing for sustainability
1264098,05/10/2013,04/30/2019,ARCTIC NATURAL SCIENCES,05/01/2013,"The Atlantic Water Boundary Current in the Eastern Arctic: Composition, Transport, Variability and Dynamics"
1301927,08/26/2013,08/31/2017,ARCTIC SOCIAL SCIENCES,09/15/2013,"Collaborative Research:   Geological Hazards, Climate Change, and Human/Ecosystems Resilience in the Islands of the Four Mountains, Alaska."
1301929,08/26/2013,08/31/2016,ARCTIC SOCIAL SCIENCES,09/15/2013,"Collaborative Research: Geological Hazards, Climate Change, and Human/Ecosystems Resilience in the Islands of the Four Mountains, Alaska."
1303644,03/12/2014,02/28/2019,AON IMPLEMENTATION,03/01/2014,AON:   Observing the Evolving Central Arctic Ocean with Ice-Tethered Profilers
1303766,09/06/2013,08/31/2018,ARCTIC NATURAL SCIENCES,09/01/2013,"Collaborative Research:   Assessing the Impact of Small, Canadian Arctic River Flows (SCARFs) to the Freshwater Budget of the Canadian Archipelago"
1303864,08/26/2013,08/31/2018,AON IMPLEMENTATION,09/01/2013,"High Resolution, Active Remote Sensing of Cloud Microphysics at Summit, Greenland with Polarized Raman Lidar"
1303879,08/13/2013,07/31/2018,AON IMPLEMENTATION,08/15/2013,"Collaborative Reasearch:  Integrated Characterization of Energy, Clouds, Atmospheric structure, and Precipitation at Summit (ICECAPS)"
1303895,07/12/2013,11/30/2017,ARCTIC NATURAL SCIENCES,12/01/2013,Collaborative Research:   Dynamics of subglacial erosion of soft sediments and its consequences for glacier evolution
1303965,07/22/2013,07/31/2017,ARCTIC SYSTEM SCIENCE PROGRAM,08/01/2013,Impacts of distant pollution sources on microphysical transitions in Arctic clouds
1303991,08/15/2013,07/31/2014,ARCTIC SOCIAL SCIENCES,08/15/2013,"Doctoral Dissertation Research:   ""The sea is our garden"": Inupiaq subsistence, indigenous knowledge, and the 'politics of nature' in the context of Arctic offshore development"
1304007,05/28/2013,08/31/2018,ARCTIC NATURAL SCIENCES,09/01/2013,RUI:  Collaborative Research: Fire regime influences on carbon dynamics of Siberian boreal forests
1304011,08/26/2013,08/31/2018,AON IMPLEMENTATION,09/01/2013,Greenland Ice Sheet Monitoring Network (GLISN) Operations
1304040,05/28/2013,02/29/2016,ARCTIC NATURAL SCIENCES,09/01/2013,RUI:  Collaborative Research: Fire regime influences on carbon dynamics of Siberian boreal forests
1304052,08/09/2013,07/31/2018,AON IMPLEMENTATION,08/15/2013,Collaborative Research:  A Bering Strait Ocean Observing System for the Pacific Inflow to the Arctic- a fundamental part of the Arctic Observing Network
1304137,08/26/2013,08/31/2018,AON IMPLEMENTATION,09/01/2013,"Seal-Tag Hydrographic Observations in Ice-Ocean Fjords, Greenland"
1304202,06/27/2013,09/30/2018,ARCTIC NATURAL SCIENCES,10/01/2013,Collaborative Research:  Soil-Snow-Atmosphere Exchanges of Mercury in the Interior Arctic Tundra
1304228,06/20/2013,12/31/2018,ARCTIC NATURAL SCIENCES,01/01/2014,Extreme summer melt:   Assessing the habitability and physical structure of rotting first-year Arctic sea ice
1304270,01/14/2014,12/31/2018,AON IMPLEMENTATION,01/15/2014,"Collaborative Research:  Atmospheric measurements of O2/N2 ratio, CO2 concentration, and CO2 isotopes in support of the Arctic Observing Network"
1304271,05/01/2014,04/30/2019,AON IMPLEMENTATION,05/01/2014,AON:  Development of Sustainable Observations of Thermal State of Permafrost in North America and Russia: The U.S. Contribution to the Global Terrestrial Network for Permafrost
1304337,06/18/2013,09/30/2017,ARCTIC NATURAL SCIENCES,10/01/2013,A better understanding of recent changes of the CO2 system in the Western Arctic Ocean via field measurements from the summer 2014 CHINARE cruise
1304464,05/28/2013,08/31/2018,ARCTIC NATURAL SCIENCES,09/01/2013,RUI:   Collaborative Research: Fire regime influences on carbon dynamics of Siberian boreal forests
1304523,05/22/2013,01/31/2018,ARCTIC SYSTEM SCIENCE PROGRAM,02/01/2014,Collaborative Research:   Asynchrony in the timing of goose-vegetation interactions:   implications for biogeochemical cycling in wet sedge tundra
1304544,08/13/2013,07/31/2019,AON IMPLEMENTATION,08/15/2013,"Collaborative Research:  Integrated Characterization of Energy, Clouds, Atmospheric state, and Precipitation at Summit (ICECAPS)"
1304555,05/26/2014,05/31/2019,AON IMPLEMENTATION,06/01/2014,The Circumpolar Active Layer Monitoring Network-CALM IV(2014-2018): Long-term Observations on the Climate-Active Layer-Permafrost System
1304563,09/12/2013,08/31/2017,ARCTIC NATURAL SCIENCES,09/01/2013,Collaborative Research:  Contrasting Under-Ice and Open-Water Phytoplankton Blooms in the Chukchi Sea
1304613,09/11/2013,01/31/2017,ARCTIC SOCIAL SCIENCES,09/01/2013,"Collaborative Research: Gender, Environment, and Change: Exploring Shifting Roles in an Inupiat Community"
1304681,07/18/2013,12/31/2014,ARCTIC SOCIAL SCIENCES,08/01/2013,Doctoral Dissertation Improvement Grant:  Fishing livelihoods and fisheries management in Northwest Iceland
1304684,06/26/2013,08/31/2017,ARCTIC SYSTEM SCIENCE PROGRAM,07/01/2013,Collaborative Research:  What Role Do Glaciers Play in Terrestrial Sub-Arctic Hydrology?
1304755,04/26/2013,08/31/2017,ARCTIC NATURAL SCIENCES,09/01/2013,Oceanographic and Biological Implications of Arctic Sea-Ice Change:  Evidence from Quaternary Benthic Foraminifers
1304807,07/12/2013,07/31/2018,ARCTIC NATURAL SCIENCES,08/01/2013,Collaborative Research: Assessing the Impact of Arctic Sea Ice Variability on the Greenland Ice Sheet Surface Mass and Energy Balance
1304879,05/22/2013,01/31/2018,ARCTIC SYSTEM SCIENCE PROGRAM,02/01/2014,Collaborative Research: Asynchrony in the timing of goose-vegetation interactions: implications for biogeochemical cycling in wet sedge tundra
1304899,07/12/2013,11/30/2018,ARCTIC NATURAL SCIENCES,12/01/2013,Collaborative Research:   Dynamics of subglacial erosion of soft sediments and its consequences for glacier evolution
1304905,06/26/2013,08/31/2017,ARCTIC SYSTEM SCIENCE PROGRAM,07/01/2013,Collaborative research:  What role do glaciers play in terrestrial sub-arctic hydrology?
1311655,01/28/2013,01/31/2016,ARCTIC NATURAL SCIENCES,02/01/2013,An initial investigation of the Greenland perennial firn aquifer
1312402,01/03/2013,06/30/2016,ARCTIC NATURAL SCIENCES,11/06/2012,Warming and drying effects on tundra carbon balance
1314156,06/21/2013,09/30/2017,ARCTIC NATURAL SCIENCES,10/01/2013,"Collaborative Research:   Characterizing the Roles of Atmospheric Structure and Clouds on the Radiation and Precipitation Budgets at Summit, Greenland"
1331019,08/15/2013,02/28/2015,ARCTIC SOCIAL SCIENCES,09/01/2013,"Doctoral Dissertation Improvement:   Influences on Nutritional Status among Alaska Native Older Adults of Anchorage, Alaska"
1332911,08/22/2013,02/28/2017,ARCTIC SYSTEM SCIENCE PROGRAM,09/01/2013,Novel Methods to Observe Heat and Ice in the High Latitudes Using PIES
1335302,07/18/2014,07/31/2017,ARCTIC SOCIAL SCIENCES,08/01/2014,Testing Stable Isotopes of Human Dental Calculus as a Nondestructive Proxy for Paleodiet
1339445,07/14/2014,12/31/2016,ARCTIC SOCIAL SCIENCES,07/15/2014,Togiak Archaeological and Paleoecological project
1339465,04/12/2013,04/30/2015,ARCTIC RESRCH SUPPRT & LOGISTI,05/01/2013,Inland Migration of Crevasses on the Greenland Ice Sheet
1341500,04/30/2014,06/30/2017,ANTARCTIC EARTH SCIENCES,05/01/2014,RUI: Antarctic Paleobotany: Permian Floral Characteristics in a Sedimentary Setting
1341881,06/14/2013,05/31/2017,ARCTIC SOCIAL SCIENCES,06/15/2013,"Bering Strait Socio-economic Organization, ca.2000-200 BP: A View from Port Clarence"
1344264,09/16/2013,12/31/2018,ARCTIC NATURAL SCIENCES,01/01/2014,INSPIRE Track 1: Acoustic Sensor Networks for Ice-Covered Seas
1348450,08/29/2013,08/31/2016,POLAR CYBERINFRASTRUCTURE,09/01/2013,An open source framework for metadata exploration and discovery of Polar Data
1349259,09/05/2013,12/31/2016,POLAR CYBERINFRASTRUCTURE,01/01/2014,Building an Effective Service-Oriented Cyberinfrastructure Portal to Support Sustained Polar Sciences
1355238,03/10/2014,02/28/2017,AON IMPLEMENTATION,03/01/2014,AON: Transitioning the Bering Sea Sub-Network to the Community-based Observation Netwrok for Adapatation and Security
1415489,07/15/2014,07/31/2017,ARCTIC NATURAL SCIENCES,08/01/2014,Shelf-Basin Exchange in the Chukchi Sea
1416961,08/18/2014,08/31/2017,ARCTIC NATURAL SCIENCES,09/01/2014,Collaborative Research:  Year-round autonomous sampling of methane in Arctic lakes
1417149,07/11/2014,08/31/2016,ARCTIC NATURAL SCIENCES,09/01/2014,Determining the Source of Methane in Arctic Ocean Waters Adjacent to Subsea Permafrost
1417300,06/09/2014,06/30/2018,ARCTIC SYSTEM SCIENCE PROGRAM,07/01/2014,COLLABORATIVE RESEARCH: Ice Regime Shifts of Arctic Lakes Drive Interactions and Feedbacks with Permafrost and Climate
1417345,06/09/2014,06/30/2019,ARCTIC SYSTEM SCIENCE PROGRAM,07/01/2014,COLLABORATIVE RESEARCH:   Ice Regime Shifts of Arctic Lakes Drive Interactions and Feedbacks with Permafrost and Climate
1417395,08/18/2014,08/31/2017,ARCTIC NATURAL SCIENCES,09/01/2014,Collaborative Research:  Investigating Geochemical Signatures in Greenland Ice of a Possible Extraterrestrial Impact During the Younger Dryas Climate Event
1417476,08/18/2014,08/31/2017,ARCTIC NATURAL SCIENCES,09/01/2014,Collaborative Research:  Investigating Geochemical Signatures in Greenland ice of a Possible Extraterrestrial Impact During the Younger Dryas Climate Event
1417480,08/18/2014,07/31/2017,ARCTIC NATURAL SCIENCES,08/15/2014,Quantifying Greenland Iceberg Melt Rates using Remotely-sensed Data
1417640,08/12/2014,12/31/2017,ARCTIC NATURAL SCIENCES,01/01/2015,COLLABORATIVE RESEARCH:  GreenTrACS:  a Greenland Traverse for Accumulation and Climate Studies
1417700,06/04/2014,12/31/2018,ARCTIC SYSTEM SCIENCE PROGRAM,01/01/2015,Collaborative Research:  Vegetation And Ecosystem Impacts On Permafrost Vulnerability
1417711,07/29/2014,07/31/2018,ARCTIC NATURAL SCIENCES,08/01/2014,Bioavailability of Arctic Soil Carbon:   Examining the Relationship Between Chemical Composition and Lability During the Holocene
1417745,06/04/2014,12/31/2018,ARCTIC SYSTEM SCIENCE PROGRAM,01/01/2015,Collaborative Research:  Vegetation And Ecosystem Impacts On Permafrost Vulnerability
1417772,02/06/2015,01/31/2019,ARCTIC SOCIAL SCIENCES,02/01/2015,"Colonization and Christianity:  the development of Viking Age and medieval hierarchies in Skagafjordur, North Iceland"
1417787,08/28/2014,10/31/2018,ARCTIC NATURAL SCIENCES,11/01/2014,"Collaborative Research: Petermann Gletscher, Greenland - Paleoceanography and Paleoclimatology"
1417789,06/24/2014,06/30/2017,ARCTIC NATURAL SCIENCES,07/01/2014,Mapping and Quantifying Methane Seeps on the Eastern Siberian Shelf and Slope -- A Component of the Swedish Russian U.S. Climate-Cryosphere-Carbon Interactions (SWERUS-C3) Program
1418000,06/06/2014,12/31/2018,ARCTIC SYSTEM SCIENCE PROGRAM,01/01/2015,Collaborative research:  Developing a System Model of Arctic Glacial Lake Sedimentation for Investigating Past and Future Climate Change
1418268,01/28/2015,01/31/2017,ARCTIC SOCIAL SCIENCES,02/01/2015,Doctoral Dissertation Research:  The Economic and Socialcultural Effects of Developing Cyber-Infrastructure for Global information Storage in Iceland
1421603,02/03/2014,08/31/2014,ARCTIC SYSTEM SCIENCE PROGRAM,08/31/2013,Collaborative Research: Turning on the lights - Photochemical and microbial processing of newly exposed carbon in arctic ecosystems
1432277,09/10/2014,08/31/2016,AON IMPLEMENTATION,09/15/2014,Arctic Observing Networks: Collaborative Research: Sustaining and amplifying the ITEX AON through automation and increased interdisciplinarity of observations
1432982,09/10/2014,08/31/2017,AON IMPLEMENTATION,09/15/2014,Arctic Observing Networks: Collaborative Research: Sustaining and amplifying the ITEX AON through automation and increased interdisciplinarity of observations
1445811,07/27/2014,07/31/2017,ARCTIC SOCIAL SCIENCES,08/15/2014,"Making Science Accessible to Inuit, Inughuit, and Iñupiat Arctic Indigenous Communities in Their Own Languages"
1445823,07/02/2014,06/30/2016,POLAR CYBERINFRASTRUCTURE,07/01/2014,"High-Performance & Distributed Computing for Polar Sciences: Workshop on Applications, Cyberinfrastructure Requirements and Opportunities"
1446308,07/23/2014,07/31/2016,ARCTIC SOCIAL SCIENCES,08/01/2014,Investigations of the Long Term Sustainability of Human Ecodynamic Systems in Northern Iceland
1449784,07/18/2014,01/31/2017,POLAR CYBERINFRASTRUCTURE,08/15/2014,EAGER PROPOSAL: IceTrendr: An Automated Visualization and Analysis Tool for Mapping Changes in Glacier Extent from Landsat
1458941,02/20/2015,02/28/2019,CHEMICAL OCEANOGRAPHY,03/01/2015,CYCLING OF DISSOLVED ORGANIC MATTER IN THE PACIFIC AND ATLANTIC OCEANS USING RADIOCARBON
1460290,08/29/2014,08/31/2017,ARCTIC NATURAL SCIENCES,08/01/2014,Collaborative Research: Sample Analysis to Test a Novel Method of Determining Atmospheric Deposition of Trace Elements to the Ocean/Ice System of the Arctic
1500169,02/04/2015,01/31/2017,ANTARCTIC OCEAN & ATMOSPH SCI,09/04/2014,Detecting the Signature of Permafrost Thaw in Arctic Rivers
1503559,07/29/2015,08/31/2018,POLAR CYBERINFRASTRUCTURE,09/01/2015,Towards a Tiered Permafrost Modeling Cyberinfrastructure
1503672,03/09/2016,02/28/2019,AON IMPLEMENTATION,03/15/2016,"Coordination, Data Management and Enhancement of the International Arctic Buoy Programme"
1503724,06/24/2015,02/28/2017,ARCTIC NATURAL SCIENCES,09/01/2015,Collaborative Research: Detecting Glacier Calving Events from Ocean Waves and Underwater Acoustics
1503910,07/27/2015,08/31/2019,ARCTIC NATURAL SCIENCES,09/01/2015,Collaborative Research: Impact of subglacial discharge on turbulent plume dynamics and ocean-glacier heat and mass transfer
1503928,06/10/2015,06/30/2018,POLAR CYBERINFRASTRUCTURE,07/01/2015,"Collaborative Research: Visualization, analysis, and HPC modeling of subglacial hydrology from high-resolution 3D conduit scans acquired with a novel sensor"
1504141,04/21/2016,03/31/2020,AON IMPLEMENTATION,04/15/2016,"Arctic Observing Networks: Collaborative Research: ITEX AON - understanding the relationships between vegetation change, plant phenology, and ecosystem function in a warming Arctic"
1504288,07/27/2015,08/31/2019,ARCTIC NATURAL SCIENCES,09/01/2015,Collaborative Research: Impact of subglacial discharge on turbulent plume dynamics and ocean-glacier heat and mass transfer
1504345,04/21/2016,03/31/2020,AON IMPLEMENTATION,04/15/2016,"Arctic Observing Networks: Collaborative Research:ITEX AON - understanding the relationships between vegetation change, plant phenology, and ecosystem function in a warming Arctic"
1504381,04/21/2016,03/31/2020,AON IMPLEMENTATION,04/15/2016,"Arctic Observing Networks: Collaborative Research: ITEX AON - understanding the relationships between vegetation change, plant phenology, and ecosystem function in a warming Arctic"
1504394,07/24/2015,07/31/2019,ARCTIC NATURAL SCIENCES,08/01/2015,"Late Season Productivity, Carbon, and Nutrient Dynamics in a Changing Arctic"
1504521,07/27/2015,08/31/2019,ARCTIC NATURAL SCIENCES,09/01/2015,Collaborative Research: Impact of subglacial discharge on turbulent plume dynamics and ocean-glacier heat and mass transfer
1504934,03/14/2016,02/28/2019,AON IMPLEMENTATION,03/15/2016,Taimyr Reindeer Migration Reanalysis (TAMARA)
1523025,09/10/2015,08/31/2017,ARCTIC SOCIAL SCIENCES,09/15/2015,Doctoral Dissertation Improvement Grant: The Archaeological Investigation of Erosion and its Effect on Social Processes in the Arctic
1523191,09/25/2015,09/30/2016,ARCTIC SOCIAL SCIENCES,10/01/2015,Doctoral Dissertation Research: Mapping Community Exposure to Coastal Climate Hazards in the Arctic: A Case Study in Alaska's North Slope
1525636,07/24/2015,07/31/2017,Polar Special Initiatives,08/01/2015,Arctic Plant Phenology - Learning through Engaged Science
1534673,02/23/2015,02/29/2016,POLAR CYBERINFRASTRUCTURE,03/01/2015,The Second Polar Data Forum: Understanding the Polar Regions through Globally Collaborative Data Management
1545558,05/19/2015,01/31/2018,ARCTIC NATURAL SCIENCES,05/01/2015,Collaborative Research:   Fire regime influences on carbon dynamics of Siberian boreal forests
1546002,08/04/2015,08/31/2015,ARCTIC NATURAL SCIENCES,07/15/2015,Collaborative research: Spatial and temporal variability of surface albedo and light absorbing chemical species in Greenland.
1546024,02/22/2016,01/31/2021,POLAR CYBERINFRASTRUCTURE,02/15/2016,Scientia Arctica: A Knowledge Archive for Discovery and Reproducible Science in the Arctic
1546954,09/03/2015,08/31/2016,ARCTIC SOCIAL SCIENCES,09/01/2015,Doctoral Dissertation Improvement Grant: Ethnographic Research on the Question of Diaspora Among Ukraine's Displaced Crimean Populations
1547011,07/08/2015,05/31/2017,ARCTIC NATURAL SCIENCES,05/01/2015,Quantifying Rates of Biological Production to Better Understand the Carbon Cycle in the Canada Basin
1550260,08/10/2015,07/31/2017,ARCTIC SOCIAL SCIENCES,08/15/2015,Partial Support for the Eleventh Conference on Hunting and Gathering Societies
1561437,11/02/2015,10/31/2017,ARCTIC SYSTEM SCIENCE PROGRAM,11/15/2015,The Carbon Balance of Arctic River Deltas: Tundra Fire as an Agent of System Change
1603276,05/17/2016,07/31/2018,ARCTIC NATURAL SCIENCES,08/01/2016,Proteomic evidence of microbial weathering processes beneath the Greenland Ice Sheet
1603407,08/04/2016,08/31/2019,POLAR CYBERINFRASTRUCTURE,09/01/2016,Constraining Greenland's Surface Mass Balance using an Aggregated Dataset for Community Use
1624927,06/27/2016,08/31/2019,IUSE,09/01/2016,Polaris: Catalyzing Demographic Change in the Arctic Research Community through an Immersive and Sustained Undergraduate Research Experience
1630360,02/10/2016,06/30/2017,ARCTIC SYSTEM SCIENCE PROGRAM,07/01/2016,"Riparian shrub expansion: Linkages to permafrost, hydrology and soil microbes"
1636711,05/02/2016,06/30/2016,ARCTIC SOCIAL SCIENCES,08/16/2015,Arctic Survey on Adaptation to Climate Change
1637688,05/16/2016,05/31/2017,Polar Special Initiatives,06/01/2016,Alaska Science Communication Workshop
1642016,06/29/2016,01/31/2017,ARCTIC SOCIAL SCIENCES,07/01/2016,"Collaborative Research:   The Ends of Oil: Changing Life in Earth Science, Extractive Industry, and Indigenous Communities in Alaska"
1642851,06/22/2016,05/31/2017,ARCTIC NATURAL SCIENCES,06/15/2016,Estimating fluxes of CO2 and CH4 along the Siberian Yensei River
1643187,07/26/2016,07/31/2017,ARCTIC NATURAL SCIENCES,02/23/2016,Collaborative Research:   Assessing the Impact of Arctic Sea Ice Variability on the Greenland Ice Sheet Surface Mass and Energy Balance
1702456,07/10/2017,08/31/2019,AON IMPLEMENTATION,09/01/2017,Collaborative Research: The Distributed Biological Observatory (DBO)-A Change Detection Array in the Pacific Arctic Region
1712031,01/12/2017,12/31/2017,ARCTIC NATURAL SCIENCES,01/15/2017,Workshop proposal: The future shape of a Greenland GNSS Observation Network
9255000,05/26/1993,10/31/1995,YOUNG SCHOLARS PROGRAM,06/01/1993,Young Scholars Project -- Environmental and Earth Sciences
9910335,03/22/2000,02/28/2005,ARCTIC SYSTEM SCIENCE PROGRAM,03/15/2000,North Pole Station:  A Distributed Long-Term Environmental Observatory
