file,funding,funding_num
autogen.2016032221414416619.3,NSF Award 0856628,0856628
autogen.2016032221414416619.3,NSF Award 0856728,0856728
autogen.2016032221422089929.3,NSF Award 0856710,0856710
autogen.2016032221422089929.3,NSF Award 0856516,0856516
autogen.2016032221422089929.3,NSF Award 0856628,0856628
autogen.2016032221422089929.3,NSF Award 0856728,0856728
autogen.2016032221423628233.3,NSF Award 0856710,0856710
autogen.2016032221423628233.3,NSF Award 0856516,0856516
autogen.2016032221423628233.3,NSF Award 0856628,0856628
autogen.2016032221423628233.3,NSF Award 0856728,0856728
autogen.2016032221424025234.3,NSF Award 0856710,0856710
autogen.2016032221424025234.3,NSF Award 0856516,0856516
autogen.2016032221424025234.3,NSF Award 0856628,0856628
autogen.2016032221424025234.3,NSF Award 0856728,0856728
autogen.2016032221424398835.3,NSF Award 0856710,0856710
autogen.2016032221424398835.3,NSF Award 0856516,0856516
autogen.2016032221424398835.3,NSF Award 0856628,0856628
autogen.2016032221424398835.3,NSF Award 0856728,0856728
autogen.2016032221425194837.3,NSF Award 0856710,0856710
autogen.2016032221425194837.3,NSF Award 0856516,0856516
autogen.2016032221425194837.3,NSF Award 0856628,0856628
autogen.2016032221425194837.3,NSF Award 0856728,0856728
autogen.2016032221425611138.3,NSF Award 0856710,0856710
autogen.2016032221425611138.3,NSF Award 0856516,0856516
autogen.2016032221425611138.3,NSF Award 0856628,0856628
autogen.2016032221425611138.3,NSF Award 0856728,0856728
autogen.2016032221425969639.3,NSF Award 0856710,0856710
autogen.2016032221425969639.3,NSF Award 0856516,0856516
autogen.2016032221425969639.3,NSF Award 0856628,0856628
autogen.2016032221425969639.3,NSF Award 0856728,0856728
autogen.2016032221430351440.3,NSF Award 0856710,0856710
autogen.2016032221430351440.3,NSF Award 0856516,0856516
autogen.2016032221430351440.3,NSF Award 0856628,0856628
autogen.2016032221430351440.3,NSF Award 0856728,0856728
autogen.2016032221430692941.3,NSF Award 0856710,0856710
autogen.2016032221430692941.3,NSF Award 0856516,0856516
autogen.2016032221430692941.3,NSF Award 0856628,0856628
autogen.2016032221430692941.3,NSF Award 0856728,0856728
autogen.2016032221431040942.3,NSF Award 0856710,0856710
autogen.2016032221431040942.3,NSF Award 0856516,0856516
autogen.2016032221431040942.3,NSF Award 0856628,0856628
autogen.2016032221431040942.3,NSF Award 0856728,0856728
autogen.2016032221431422943.3,NSF Award 0856710,0856710
autogen.2016032221431422943.3,NSF Award 0856516,0856516
autogen.2016032221431422943.3,NSF Award 0856628,0856628
autogen.2016032221431422943.3,NSF Award 0856728,0856728
autogen.2016032221431776044.3,NSF Award 0856710,0856710
autogen.2016032221431776044.3,NSF Award 0856516,0856516
autogen.2016032221431776044.3,NSF Award 0856628,0856628
autogen.2016032221431776044.3,NSF Award 0856728,0856728
autogen.2016032221432126945.3,NSF Award 0856710,0856710
autogen.2016032221432126945.3,NSF Award 0856516,0856516
autogen.2016032221432126945.3,NSF Award 0856628,0856628
autogen.2016032221432126945.3,NSF Award 0856728,0856728
autogen.2016032221433312748.3,NSF Award 0856710,0856710
autogen.2016032221433312748.3,NSF Award 0856516,0856516
autogen.2016032221433312748.3,NSF Award 0856628,0856628
autogen.2016032221433312748.3,NSF Award 0856728,0856728
autogen.2016032221434539951.3,NSF Award 0856710,0856710
autogen.2016032221434539951.3,NSF Award 0856516,0856516
autogen.2016032221434539951.3,NSF Award 0856628,0856628
autogen.2016032221434539951.3,NSF Award 0856728,0856728
autogen.2016032221440060055.3,NSF Award 0856710,0856710
autogen.2016032221440060055.3,NSF Award 0856516,0856516
autogen.2016032221440060055.3,NSF Award 0856628,0856628
autogen.2016032221440060055.3,NSF Award 0856728,0856728
autogen.2016032221441592359.3,NSF Award 0856710,0856710
autogen.2016032221441592359.3,NSF Award 0856516,0856516
autogen.2016032221441592359.3,NSF Award 0856628,0856628
autogen.2016032221441592359.3,NSF Award 0856728,0856728
autogen.2016032221444214366.3,NSF Award 0856710,0856710
autogen.2016032221444214366.3,NSF Award 0856516,0856516
autogen.2016032221444214366.3,NSF Award 0856628,0856628
autogen.2016032221444214366.3,NSF Award 0856728,0856728
autogen.2016032221444549967.3,NSF Award 0856710,0856710
autogen.2016032221444549967.3,NSF Award 0856516,0856516
autogen.2016032221444549967.3,NSF Award 0856628,0856628
autogen.2016032221444549967.3,NSF Award 0856728,0856728
autogen.2016032221444876568.4,NSF Award 0856710,0856710
autogen.2016032221444876568.4,NSF Award 0856516,0856516
autogen.2016032221444876568.4,NSF Award 0856628,0856628
autogen.2016032221444876568.4,NSF Award 0856728,0856728
autogen.2016032221445204769.3,NSF Award 0856710,0856710
autogen.2016032221445204769.3,NSF Award 0856516,0856516
autogen.2016032221445204769.3,NSF Award 0856628,0856628
autogen.2016032221445204769.3,NSF Award 0856728,0856728
autogen.2016032221445566570.3,NSF Award 0856710,0856710
autogen.2016032221445566570.3,NSF Award 0856516,0856516
autogen.2016032221445566570.3,NSF Award 0856628,0856628
autogen.2016032221445566570.3,NSF Award 0856728,0856728
autogen.2016032221445945071.3,NSF Award 0856710,0856710
autogen.2016032221445945071.3,NSF Award 0856516,0856516
autogen.2016032221445945071.3,NSF Award 0856628,0856628
autogen.2016032221445945071.3,NSF Award 0856728,0856728
autogen.2016032221450268572.3,NSF Award 0856710,0856710
autogen.2016032221450268572.3,NSF Award 0856516,0856516
autogen.2016032221450268572.3,NSF Award 0856628,0856628
autogen.2016032221450268572.3,NSF Award 0856728,0856728
autogen.2016032221450631173.3,NSF Award 0856710,0856710
autogen.2016032221450631173.3,NSF Award 0856516,0856516
autogen.2016032221450631173.3,NSF Award 0856628,0856628
autogen.2016032221450631173.3,NSF Award 0856728,0856728
autogen.2016032221450980674.3,NSF Award 0856710,0856710
autogen.2016032221450980674.3,NSF Award 0856516,0856516
autogen.2016032221450980674.3,NSF Award 0856628,0856628
autogen.2016032221450980674.3,NSF Award 0856728,0856728
autogen.2016032221451310675.3,NSF Award 0856710,0856710
autogen.2016032221451310675.3,NSF Award 0856516,0856516
autogen.2016032221451310675.3,NSF Award 0856628,0856628
autogen.2016032221451310675.3,NSF Award 0856728,0856728
autogen.2016032221451677276.3,NSF Award 0856710,0856710
autogen.2016032221451677276.3,NSF Award 0856516,0856516
autogen.2016032221451677276.3,NSF Award 0856628,0856628
autogen.2016032221451677276.3,NSF Award 0856728,0856728
autogen.2016032221452030577.3,NSF Award 0856710,0856710
autogen.2016032221452030577.3,NSF Award 0856516,0856516
autogen.2016032221452030577.3,NSF Award 0856628,0856628
autogen.2016032221452030577.3,NSF Award 0856728,0856728
autogen.2016032221452858979.3,NSF Award 0856710,0856710
autogen.2016032221452858979.3,NSF Award 0856516,0856516
autogen.2016032221452858979.3,NSF Award 0856628,0856628
autogen.2016032221452858979.3,NSF Award 0856728,0856728
autogen.2016032221453218780.3,NSF Award 0856710,0856710
autogen.2016032221453218780.3,NSF Award 0856516,0856516
autogen.2016032221453218780.3,NSF Award 0856628,0856628
autogen.2016032221453218780.3,NSF Award 0856728,0856728
autogen.2016032221472444408.2,NSF Award 0622406,0622406
autogen.2016032221472760409.3,1022472,1022472
autogen.2016032221473168010.4,1022472,1022472
autogen.2016032221473593611.2,NSF Award 1022472,1022472
autogen.2016032221501814253.3,NSF Award 0424864,0424864
autogen.2016032221502103054.4,0611992,0611992
autogen.2016032221502103054.4,0612047,0612047
autogen.2016032221502103054.4,0612331,0612331
autogen.2016032221502103054.4,0612457,0612457
autogen.2016032221502103054.4,1022834,1022834
autogen.2016032221502103054.4,1022773,1022773
autogen.2016032221502103054.4,1023221,1023221
autogen.2016032221502103054.4,1023393,1023393
autogen.2016032221502103054.4,1023118,1023118
autogen.2016032221502474555.7,1023118,1023118
autogen.2016032221502474555.7,1023393,1023393
autogen.2016032221502474555.7,1022834,1022834
autogen.2016032221502474555.7,1022773,1022773
autogen.2016032221502884456.8,ARC-0612457,0612457
autogen.2016032221502884456.8,1023118,1023118
autogen.2016032221502884456.8,1023393,1023393
autogen.2016032221502884456.8,1022834,1022834
autogen.2016032221502884456.8,1022773,1022773
autogen.2016032221503268657.12,ARC-0612457,0612457
autogen.2016032221503268657.12,1023118,1023118
autogen.2016032221503268657.12,1023393,1023393
autogen.2016032221503268657.12,1022834,1022834
autogen.2016032221503268657.12,1022773,1022773
autogen.2016032221503676658.8,1023118,1023118
autogen.2016032221503676658.8,1023393,1023393
autogen.2016032221503676658.8,1022834,1022834
autogen.2016032221503676658.8,1022773,1022773
autogen.2016032221504117059.7,1023118,1023118
autogen.2016032221504117059.7,1023393,1023393
autogen.2016032221504117059.7,1022834,1022834
autogen.2016032221504117059.7,1022773,1022773
autogen.2016032221504570160.7,1023118,1023118
autogen.2016032221504570160.7,1023393,1023393
autogen.2016032221504570160.7,1022834,1022834
autogen.2016032221504570160.7,1022773,1022773
autogen.2016032221504932461.7,1023118,1023118
autogen.2016032221504932461.7,1023393,1023393
autogen.2016032221504932461.7,1022834,1022834
autogen.2016032221504932461.7,1022773,1022773
autogen.2016032221505338362.9,1023118,1023118
autogen.2016032221505338362.9,1023393,1023393
autogen.2016032221505338362.9,1022834,1022834
autogen.2016032221505338362.9,1022773,1022773
autogen.2016032221505672563.9,1023118,1023118
autogen.2016032221505672563.9, 1023393,1023393
autogen.2016032221505672563.9, 1022834,1022834
autogen.2016032221505672563.9, 1022773,1022773
autogen.2016032221510453965.7,1023118,1023118
autogen.2016032221510453965.7,1023393,1023393
autogen.2016032221510453965.7,1022834,1022834
autogen.2016032221510453965.7,1022773,1022773
autogen.2016032221510828366.7,1023118,1023118
autogen.2016032221510828366.7,1023393,1023393
autogen.2016032221510828366.7,1022834,1022834
autogen.2016032221510828366.7,1022773,1022773
autogen.2016032221511201967.6,1023118,1023118
autogen.2016032221511201967.6,1023393,1023393
autogen.2016032221511201967.6,1022834,1022834
autogen.2016032221511201967.6,1022773,1022773
autogen.2016032221511628368.9,1023118,1023118
autogen.2016032221511628368.9,1023393,1023393
autogen.2016032221511628368.9,1022834,1022834
autogen.2016032221511628368.9,1022773,1022773
autogen.2016032221512034369.10,1023118,1023118
autogen.2016032221512034369.10,1023393,1023393
autogen.2016032221512034369.10,1022834,1022834
autogen.2016032221512034369.10,1022773,1022773
autogen.2016032221513446673.2,NSF Award 0909482,0909482
autogen.2016032221515264478.2,NSF Award 1111882,1111882
autogen.2016032221520325781.2,NSF Award 0631713,0631713
autogen.2016032221520325781.2,NSF Award 0632154,0632154
autogen.2016032221520676982.2,NSF Award 0732944,0732944
autogen.2016032221522540687.8,0632398,0632398
autogen.2016032221522540687.8, 0856377,0856377
autogen.2016032221522540687.8, 0856867,0856867
autogen.2016032221522540687.8,0856867,0856867
autogen.2016032221523696790.2,NSF Award 0632398,0632398
autogen.2016032221523696790.2,NSF Award 0856377,0856377
autogen.2016032221523696790.2,NSF Award 0856867,0856867
autogen.2016032221524065391.10,NSF Award 0632398,0632398
autogen.2016032221524065391.10,NSF Award 0856867,0856867
autogen.2016032221524829393.10,0856867,0856867
autogen.2016032221525558895.3,NSF Award 0632398,0632398
autogen.2016032221525558895.3,NSF Award 0856867,0856867
autogen.2016032221530692998.2,NSF Award 0649006,0649006
autogen.2016032221530997499.3,0649006,0649006
autogen.2016032221533736005.3,0649006,0649006
autogen.2016032221534121706.3,0649006,0649006
autogen.2016032221540193411.3,0649006,0649006
autogen.2016032221560127642.3,0649006,0649006
autogen.2016032221563679451.3,0649006,0649006
autogen.2016032221564074452.3,0649006,0649006
autogen.2016032221564517553.3,0649006,0649006
autogen.2016032221564901754.3,0649006,0649006
autogen.2016032221565353455.3,0649006,0649006
autogen.2016032221565794056.3,0649006,0649006
autogen.2016032221570228057.3,0244097,0244097
autogen.2016032221570595358.3,0649006,0649006
autogen.2016032221570922459.3,0649006,0649006
autogen.2016032221571342760.3,0649006,0649006
autogen.2016032221571727461.3,0244097,0244097
autogen.2016032221572078862.3,0649006,0649006
autogen.2016032221572444463.3,0649006,0649006
autogen.2016032221572802064.3,0649006,0649006
autogen.2016032221573120065.3,0649006,0649006
autogen.2016032221573580466.3,0244097,0244097
autogen.2016032221573995967.3,0649006,0649006
autogen.2016032221574378568.3,0649006,0649006
autogen.2016032221574761569.3,0649006,0649006
autogen.2016032221575146070.3,0244097,0244097
autogen.2016032221575540571.3,0649006,0649006
autogen.2016032221575946572.3,0649006,0649006
autogen.2016032221580303373.3,0649006,0649006
autogen.2016032221580728774.3,0649006,0649006
autogen.2016032221581119675.3,0649006,0649006
autogen.2016032221581447176.3,0649006,0649006
autogen.2016032221581864477.3,0649006,0649006
autogen.2016032221582294378.3,0649006,0649006
autogen.2016032221582636779.3,0649006,0649006
autogen.2016032221583046480.3,0649006,0649006
autogen.2016032221583451381.3,0649006,0649006
autogen.2016032221583788782.3,0649006,0649006
autogen.2016032221584191983.3,0649006,0649006
autogen.2016032221584580084.3,0244097,0244097
autogen.2016032221584964285.3,0649006,0649006
autogen.2016032221585324786.3,0649006,0649006
autogen.2016032221585673187.3,0649006,0649006
autogen.2016032221590094388.3,0649006,0649006
autogen.2016032221590479189.3,0649006,0649006
autogen.2016032221590897090.3,0649006,0649006
autogen.2016032221591319691.3,0649006,0649006
autogen.2016032221591709892.3,0244097,0244097
autogen.2016032221592079993.3,0649006,0649006
autogen.2016032221592489594.3,0649006,0649006
autogen.2016032221592869895.3,0649006,0649006
autogen.2016032221593251996.3,0649006,0649006
autogen.2016032221593693597.3,0649006,0649006
autogen.2016032221594103298.3,0649006,0649006
autogen.2016032221594520799.3,0649006,0649006
autogen.20160322215949795100.3,0649006,0649006
autogen.2016032221595423200.3,0649006,0649006
autogen.2016032221595790801.3,0244097,0244097
autogen.2016032222000135202.4,0649006,0649006
autogen.2016032222000418403.3,0649006,0649006
autogen.2016032222001239405.2,NSF Award 1304270,1304270
autogen.2016032222001239405.2,NSF Award 1304875,1304875
autogen.2016032222011221920.3,NSF Award 0632041,0632041
autogen.2016032222011972122.5,0856479,0856479
autogen.2016032222012410823.4,0631951,0631951
autogen.2016032222012801024.5,0856479,0856479
autogen.2016032222024398543.2,NSF Award 0902177,0902177
autogen.2016032222025996647.2,NSF Award 0856268,0856268
autogen.2016032222025996647.2,NSF Award 1203250,1203250
autogen.2016032222030343948.2,NSF Award 0856268,0856268
autogen.2016032222030343948.2,NSF Award 1203250,1203250
autogen.2016032222045000175.2,NSF Award 1203250,1203250
autogen.2016032222050059578.3,NSF Award 0909265,0909265
autogen.2016032222050654780.8,NSF Award 0856177,0856177
autogen.2016032222050654780.8,NSF Award 1203506,1203506
autogen.2016032222052612485.4,NSF ARC-1203506,1203506
autogen.2016032222053012386.7,1304271,1304271
autogen.2016032222053594888.3,NSF Award 1312402,1312402
autogen.2016032222053900489.6,1023272,1023272
autogen.2016032222224456456.3,1023272,1023272
autogen.2016032222273986733.3,NSF Award 1023272,1023272
autogen.2016032222274311934.3,NSF Award 1107498,1107498
autogen.2016032222274986236.3,NSF Award 1203773,1203773
autogen.2016032222275283137.2,NSF Award 1107798,1107798
autogen.2016032222275283137.2,NSF Award 1107571,1107571
autogen.2016032222281715344.2,NSF Award 9255000,9255000
autogen.2016032222281715344.2,NSF Award 9452663,9452663
autogen.2016032222281715344.2,NSF Award 9252348,9252348
autogen.2016032222282639146.2,NSF Award 1020417,1020417
autogen.2016032222282934147.3,1020417,1020417
autogen.2016042513181984301.9,1023348,1023348
autogen.2016051316164424637.4,PLR-1108425,1108425
autogen.2016051316164424637.4,PLR-1107381,1107381
autogen.2016051816325762616.5,N00014,00014
autogen.2016051816325762616.5, ONR-1547946,1547946
autogen.2016051816325762616.5,OPP-1549620,1549620
autogen.2016051816325762616.5, ONR-1544301,1544301
autogen.2016051816355849333.6,NSF Award N00014,00014
autogen.2016051816355849333.6,  NSF Award ONR-1547946,1547946
autogen.2016051816355849333.6,  NSF Award ONR-1544301,1544301
autogen.2016051816355849333.6,OPP-1549620,1549620
autogen.2016060310074752984.9,                1107885,1107885
autogen.2016060310074752984.9,                1107662,1107662
autogen.2016061616251052360.3,1503928,1503928
autogen.2016061616482138267.5,NSF Award 1503928,1503928
autogen.2016061621363299947.3,NSF Award 1107645,1107645
autogen.2016061713372754380.4,1203583,1203583
autogen.2016061713384327984.4,0909374,0909374
autogen.2016062416045765838.1,NSF Award 1304879,1304879
autogen.2016062416175241339.7,NSF Award 1304523,1304523
autogen.2016062416175241339.7,NSF Award 1304879,1304879
autogen.2016071219511996974.1,NSF Award 0632398,0632398
autogen.2016071219511996974.1,NSF Award 0856377,0856377
autogen.2016071219511996974.1,NSF Award 0856867,0856867
autogen.2016081110130513289.22,1263005,1263005
autogen.2016081110130513289.22,1262871,1262871
autogen.2016091610021855501.6,0856531,0856531
autogen.2016091610085288604.3,0856531,0856531
autogen.2016092909092856889.2,1107942,1107942
autogen.2016092909141341792.2,1107942,1107942
autogen.2016093012392642696.9,NSF Award 0856559,0856559
autogen.2016093012392642696.9,NSF Award 0856773,0856773
autogen.2016093012392642696.9,NSF Award 0904152,0904152
autogen.2016100711330556146.4,714088,714088
autogen.2016101015493144321.3,1203902,1203902
autogen.2016101016133216225.3,1203902,1203902
autogen.2016101016375003288.3,1203902,1203902
autogen.2016101017041311852.3,1203902,1203902
autogen.2016101017273557617.3,1203902,1203902
autogen.2016101017503011781.3,1203902,1203902
autogen.2016101018133486445.3,1203902,1203902
autogen.2016101018372257708.3,1203902,1203902
autogen.2016101310202315674.3,1203902,1203902
autogen.2016102709294922487.5,1546002,1546002
autogen.2016102709374814394.3,1546002,1546002
autogen.2016102709420244799.3,1546002,1546002
autogen.2016102709474500002.3,1546002,1546002
autogen.2016102710542251200.3,1546002,1546002
autogen.2016102710592657104.3,1546002,1546002
autogen.2016102711035047308.3,1546002,1546002
autogen.2016102711085260612.3,1546002,1546002
autogen.2016102711123144616.2,1546002,1546002
autogen.2016102711133118420.3,1546002,1546002
autogen.2016102711224968224.3,1546002,1546002
autogen.2016102711252701728.3,1546002,1546002
autogen.2016102711350735432.3,1546002,1546002
autogen.2016102711450783036.3,1546002,1546002
autogen.2016102711510688440.3,1546002,1546002
autogen.2016110311573176377.4,1107106,1107106
autogen.2016110313094137808.6,1107106,1107106
autogen.2016110315101871958.3,1107106,1107106
autogen.2016110322333497941.3,1107106,1107106
autogen.2016110409503648957.4,1107106,1107106
autogen.2016110712313695966.3,1107106,1107106
autogen.2016111015363973514.4,1107106,1107106
autogen.2016111612512519017.6,1203473,1203473
autogen.2016111613085899837.3,1203473,1203473
autogen.2016111613352290864.3,1203473,1203473
autogen.2016111613411859775.3,1203473,1203473
autogen.2016111613495952382.2,1203473,1203473
autogen.2016111615421579245.2,1203473,1203473
autogen.2016111615505274551.2,1203473,1203473
autogen.2016111615562024159.2,1203473,1203473
autogen.2016111616045203162.2,1203473,1203473
autogen.2016111616100466470.2,1203473,1203473
autogen.2016111616135095278.2,1203473,1203473
autogen.2016111616172107282.2,1203473,1203473
autogen.2016111616212004686.2,1203473,1203473
autogen.2016111616254519892.2,1203473,1203473
autogen.2016111617025741199.2,1203473,1203473
autogen.2016111617193596903.2,1203473,1203473
autogen.2016111617441082608.2,1203473,1203473
autogen.2016111617484787813.2,1203473,1203473
autogen.2016111617592771318.2,1203473,1203473
autogen.2016111712184007334.2,1203473,1203473
autogen.2016111712301484943.2,1203473,1203473
autogen.2016111712385401264.2,1203473,1203473
autogen.2016111712453048171.2,1203473,1203473
autogen.2016111712503935977.2,1203473,1203473
autogen.2016111712550101389.2,1203473,1203473
autogen.2016111712582222295.2,1203473,1203473
autogen.2016111713025219151.5,1023446,1023446
autogen.2016111713041823053.2,1203473,1203473
autogen.2016111713102336559.2,1203473,1203473
autogen.2016111713204671466.13,1204082,1204082
autogen.2016111713204671466.13,1107645,1107645
autogen.2016111713375790773.2,1203473,1203473
autogen.2016111714411182978.2,1203473,1203473
autogen.2016111714523028998.2,1203473,1203473
autogen.2016111715043216178.2,1203473,1203473
autogen.2016111715100299083.2,1203473,1203473
autogen.2016111716585631422.2,1203473,1203473
autogen.20161117170848968100.2,1203473,1203473
autogen.2016111717461405823.2,1203473,1203473
autogen.2016111814370624167.3,1107106,1107106
autogen.2016111816154181543.3,1107106,1107106
autogen.2016111817590463284.3,1107106,1107106
autogen.2016112000314327540.3,1107106,1107106
autogen.2016112010271750980.3,1107106,1107106
autogen.2016112017315991496.3,1107106,1107106
autogen.2016112018490494497.4,1107106,1107106
autogen.2016112911315916889.4,0611992,0611992
autogen.2016112911315916889.4,0612047,0612047
autogen.2016112911315916889.4,0612331,0612331
autogen.2016112911315916889.4,0612457,0612457
autogen.2016112911315916889.4,1022834,1022834
autogen.2016112911315916889.4,1022773,1022773
autogen.2016112911315916889.4,1023221,1023221
autogen.2016112911315916889.4,1023393,1023393
autogen.2016112911315916889.4,1023118,1023118
autogen.2016120112380268272.4,NSF Award 1107607,1107607
autogen.2016120112380268272.4,NSF Award 1107792,1107792
autogen.2016120112380268272.4,NSF Award 1107481,1107481
autogen.2016120112380268272.4,NSF Award 1107596,1107596
autogen.2016120116560488598.4,1107106,1107106
autogen.2016120407372944048.3,1107106,1107106
autogen.2016120410102827353.3,1107106,1107106
autogen.2016120413373255293.3,1107106,1107106
autogen.2016120610264077397.5,1204013,1204013
autogen.2016120611404567901.2,1204013,1204013
autogen.2016120613010428310.3,1204013,1204013
autogen.2016120715531185325.3,1107106,1107106
autogen.2016120718172643966.3,1107106,1107106
autogen.2016120720344881105.3,1107106,1107106
autogen.2016120807071658677.3,1107106,1107106
autogen.2016120809300210016.3,1107106,1107106
autogen.2016120811040981379.3,1107106,1107106
autogen.2017012020041850190.2,1107106,1107106
autogen.2017012107204822093.2,1107106,1107106
autogen.2017012108021579848.3,1107106,1107106
autogen.2017012116473803874.2,1107106,1107106
autogen.20170121195435500100.2,1107106,1107106
autogen.2017012208122828039.2,1107106,1107106
autogen.2017012213251501055.2,1107106,1107106
autogen.2017012300394877295.2,1107106,1107106
autogen.2017012320154769115.2,1107106,1107106
autogen.2017012419151778815.2,1107106,1107106
autogen.2017012615083838086.2,1107106,1107106
autogen.2017012622290736085.2,1107106,1107106
autogen.2017012713573166437.2,1107106,1107106
autogen.2017020213194173610.2,1107106,1107106
autogen.2017020221413402951.3,1107106,1107106
autogen.2017020312081947908.2,1107106,1107106
autogen.2017021011193870377.2,0632187,0632187
autogen.2017021011204447078.2,0632187,0632187
autogen.2017021011212792579.2,0632187,0632187
autogen.2017021011215632680.2,0632187,0632187
autogen.2017021011223144481.2,0632187,0632187
autogen.2017021011230308082.3,0632187,0632187
autogen.2017021011232640583.3,0632187,0632187
autogen.2017021011363908284.2,0632187,0632187
autogen.2017021011365308085.2,0632187,0632187
autogen.2017021011370794686.2,0632187,0632187
autogen.2017021011372357387.2,0632187,0632187
autogen.2017021011373645488.2,0632187,0632187
autogen.2017021011375187989.2,0632187,0632187
autogen.2017021011392445890.2,0632187,0632187
autogen.2017021011395063691.2,0632187,0632187
autogen.2017030813184604814.8,1303879,1303879
autogen.2017030813184604814.8,0856559,0856559
autogen.2017031014274858719.5,1303879,1303879
autogen.2017031014274858719.5,0856559,0856559
autogen.2017031308111714533.9,0856479,0856479
autogen.2017031310122163456.13,0856479,0856479
autogen.2017031311325446278.12,0856479,0856479
autogen.2017031509570196975.9,0856479,0856479
autogen.2017031516412580298.3,1303879,1303879
autogen.2017031516412580298.3,0856559,0856559
autogen.2017031708405876021.3,1303879,1303879
autogen.2017031708405876021.3,0856559,0856559
autogen.2017031709003186324.3,1417700,1417700
autogen.2017031709003186324.3,1417745,1417745
autogen.2017031709003186324.3,1417908,1417908
autogen.2017031711041726435.4,1417700,1417700
autogen.2017031711041726435.4,1417745,1417745
autogen.2017031711041726435.4,1417908,1417908
autogen.2017031711142303738.4,1303879,1303879
autogen.2017031711142303738.4,0856559,0856559
autogen.2017031713262634044.3,1303879,1303879
autogen.2017031713262634044.3,0856559,0856559
autogen.2017031715314748848.3,1303879,1303879
autogen.2017031715314748848.3,0856559,0856559
autogen.2017040409531324070.6,0856479,0856479
autogen.2017040410254697388.6,0856479,0856479
autogen.2017040411121445905.8,0856479,0856479
autogen.2017040413403128133.7,0856479,0856479
autogen.2017040414153417451.6,0856479,0856479
autogen.2017040415294419872.6,0856479,0856479
autogen.2017040415594540398.6,0856479,0856479
autogen.2017040611062211926.7,0856479,0856479
autogen.2017040611471038949.6,0856479,0856479
autogen.2017040612292856672.7,1203496,1203496
autogen.2017040716274490091.4,1417711,1417711
autogen.2017041313033324070.4,1303879,1303879
autogen.2017041313033324070.4,0856559,0856559
autogen.20170418090511755100.8,0856479,0856479
autogen.2017041810053968325.8,0856479,0856479
autogen.2017042509383361300.8,1303879,1303879
autogen.2017042509383361300.8,0856559,0856559
autogen.2017050809555522948.6,1303879,1303879
autogen.2017050809555522948.6,0856559,0856559
autogen.2017051609474360978.5,1303879,1303879
autogen.2017051609474360978.5,0856559,0856559
autogen.2017051611491916889.5,1303879,1303879
autogen.2017051611491916889.5,0856559,0856559
autogen.2017051612462292455.5,1303879,1303879
autogen.2017051612462292455.5,0856559,0856559
autogen.2017051613491288643.5,1303879,1303879
autogen.2017051613491288643.5,0856559,0856559
autogen.2017051616162252392.6,1303879,1303879
autogen.2017051616162252392.6,0856559,0856559
autogen.2017051710065419403.6,1303879,1303879
autogen.2017051710065419403.6,0856559,0856559
autogen.2017052409054942109.6,1304271,1304271
autogen.2017052515072211554.5,1503672,1503672
autogen.2017052515072211554.5,0520287,0520287
autogen.2017052515072211554.5,0856292,0856292
autogen.2017052516355638566.4,1503672,1503672
autogen.2017052516355638566.4,0520287,0520287
autogen.2017052516355638566.4,0856292,0856292
autogen.2017062213075681468.2,1303879,1303879
autogen.2017062213075681468.2,0856559,0856559
autogen.2017062215513816878.1,1303879,1303879
autogen.2017062215513816878.1,0856559,0856559
autogen.2017062311124793242.1,1303879,1303879
autogen.2017062311124793242.1,0856559,0856559
autogen.2017062315100352610.1,1303879,1303879
autogen.2017062315100352610.1,0856559,0856559
autogen.2017062609575041702.1,1303879,1303879
autogen.2017062609575041702.1,0856559,0856559
autogen.2017062611173929004.1,1303879,1303879
autogen.2017062611173929004.1,0856559,0856559
autogen.2017062616480912423.2,1303879,1303879
autogen.2017062616480912423.2,0856559,0856559
autogen.2017062711063588594.1,1303879,1303879
autogen.2017062711063588594.1,0856559,0856559
autogen.2017062713045478657.1,1303879,1303879
autogen.2017062713045478657.1,0856559,0856559
autogen.2017062715040371623.1,1303879,1303879
autogen.2017062715040371623.1,0856559,0856559
autogen.2017062715173706526.7,1304905,1304905
autogen.2017062810073633894.1,1303879,1303879
autogen.2017062810073633894.1,0856559,0856559
autogen.2017062812153713293.1,1303879,1303879
autogen.2017062812153713293.1,0856559,0856559
autogen.2017062813053938255.2,1303879,1303879
autogen.2017062813053938255.2, 0856559,0856559
autogen.2017062813053938255.2,0856559,0856559
autogen.2017062814422078180.1,1303879,1303879
autogen.2017062814422078180.1,0856559,0856559
autogen.2017062815511392881.1,1303879,1303879
autogen.2017062815511392881.1,0856559,0856559
autogen.2017062911071710479.2,NSF Award 0904152,0904152
autogen.2017062911071710479.2,0856559,0856559
autogen.2017062911071710479.2,1303879,1303879
autogen.2017062911322107480.1,1303879,1303879
autogen.2017062911322107480.1, 0856559,0856559
autogen.2017062911322107480.1,0856559,0856559
autogen.2017062914365014957.1,1303879,1303879
autogen.2017062914365014957.1, 0856559,0856559
autogen.2017062914365014957.1,0856559,0856559
autogen.2017062915573881576.1,NSF Award 0904152,0904152
autogen.2017062915573881576.1,0856559,0856559
autogen.2017062915573881576.1,1303879,1303879
autogen.2017063009574299239.1,1303879,1303879
autogen.2017063009574299239.1, 0856559,0856559
autogen.2017063009574299239.1,0856559,0856559
autogen.2017063011213068770.1,NSF Award 0904152,0904152
