file,funding,funding_num,pubDate
arctic-data.14686.17,ARC-1417300,1417300,2018-02-28
arctic-data.14689.11,OPP-0908156,0908156,2018-03-08
arctic-data.14689.11, OPP-0909454,0909454,2018-03-08
arctic-data.14691.7,0909330,0909330,2018-03-10
arctic-data.14693.7,1303895,1303895,2018-03-13
arctic-data.14693.7, 1304899,1304899,2018-03-13
arctic-data.14695.7,0909330,0909330,2018-03-10
arctic-data.14695.7,1304337,1304337,2018-03-10
arctic-data.14699.9,1203857,1203857,2018-04-27
arctic-data.14700.7,1204082,1204082,2018-03-15
arctic-data.14704.6,1304899,1304899,2018-05-17
arctic-data.14706.6,1624927,1624927,2018-03-19
arctic-data.14708.3,1624927,1624927,2018-03-19
arctic-data.14710.5,1624927,1624927,2018-03-19
arctic-data.14712.3,1624927,1624927,2018-03-19
arctic-data.14714.6,1624927,1624927,2018-03-19
arctic-data.14720.4,1503910,1503910,2018-03-20
arctic-data.14720.4,1504288,1504288,2018-03-20
arctic-data.14720.4,1504521,1504521,2018-03-20
arctic-data.14720.4,1504191,1504191,2018-03-20
arctic-data.14726.3,1503910,1503910,2018-03-20
arctic-data.14726.3,1504288,1504288,2018-03-20
arctic-data.14726.3,1504521,1504521,2018-03-20
arctic-data.14726.3,1504191,1504191,2018-03-20
arctic-data.14730.2,1504381,1504381,2018-04-13
arctic-data.14730.2, 1432982,1432982,2018-04-13
arctic-data.14731.6,1417789,1417789,2018-04-11
arctic-data.14737.7,1203132,1203132,2018-03-26
arctic-data.14738.5,NSF OPP 1304899,1304899,2018-03-29
arctic-data.14739.14,NSF 1503559,1503559,2018-04-04
arctic-data.14742.4,1417787,1417787,2018-04-11
arctic-data.14753.13,PLR-1417745,1417745,2018-04-13
arctic-data.14755.6,PLR-1341881,1341881,2018-04-17
arctic-data.14757.9,ANT-0839122,0839122,2018-04-18
arctic-data.14757.9,  PLR-1142517,1142517,2018-04-18
arctic-data.14771.9,1561437,1561437,2018-04-23
arctic-data.14785.24,1203418,1203418,2018-04-29
arctic-data.14785.24,1203451,1203451,2018-04-29
arctic-data.14787.11,1523025,1523025,2018-05-02
arctic-data.14790.10,1023574,1023574,2018-05-12
arctic-data.14800.17,1417640,1417640,2018-05-16
arctic-data.14802.9,1545558,1545558,2018-05-17
arctic-data.14804.8,1545558,1545558,2018-05-17
arctic-data.14812.4,1303895,1303895,2018-05-21
arctic-data.14812.4,1304899,1304899,2018-05-21
arctic-data.14815.1,ARC-1107481,1107481,2018-06-01
arctic-data.14815.1,ARC-1417300,1417300,2018-06-01
arctic-data.14817.10,1304040,1304040,2018-06-05
arctic-data.14817.10,1623764,1623764,2018-06-05
arctic-data.14817.10,1103443,1103443,2018-06-05
arctic-data.14819.7,1304040,1304040,2018-06-05
arctic-data.14819.7,1623764,1623764,2018-06-05
arctic-data.14819.7,1103443,1103443,2018-06-05
arctic-data.14821.5,1304040,1304040,2018-06-04
arctic-data.14821.5,1623764,1623764,2018-06-04
arctic-data.14821.5,1103443,1103443,2018-06-04
arctic-data.14823.7,1304040,1304040,2018-06-04
arctic-data.14823.7,1623764,1623764,2018-06-04
arctic-data.14823.7,1103443,1103443,2018-06-04
arctic-data.14825.7,1304040,1304040,2018-06-06
arctic-data.14825.7,1623764,1623764,2018-06-06
arctic-data.14825.7,1545558,1545558,2018-06-06
arctic-data.14828.5,1023574,1023574,2018-06-08
arctic-data.14830.6,1023574,1023574,2018-06-08
arctic-data.1577.4,1023318,1023318,2016-06-06
arctic-data.1579.4,1023318,1023318,2016-04-11
arctic-data.2370.8,PLR-1108425,1108425,2016-04-19
arctic-data.2370.8,PLR-1107381,1107381,2016-04-19
arctic-data.3942.6,1107981,1107981,2016-06-09
arctic-data.3944.5,1107981,1107981,2016-06-09
arctic-data.3946.4,1107981,1107981,2016-06-09
arctic-data.3948.4,1107981,1107981,2016-06-09
arctic-data.3950.5,1107981,1107981,2016-06-09
arctic-data.3952.6,1107981,1107981,2016-06-09
arctic-data.3954.5,1107981,1107981,2016-06-09
arctic-data.3956.6,1107981,1107981,2016-06-09
arctic-data.3958.6,1107981,1107981,2016-06-09
arctic-data.6151.8,1204176,1204176,2016-04-26
arctic-data.6158.4,1204176,1204176,2016-05-04
arctic-data.6164.5,1204176,1204176,2016-04-26
arctic-data.6166.6,1204176,1204176,2016-04-26
arctic-data.6170.7,ARC-1107411,1107411,2016-06-27
arctic-data.6172.7,1203772,1203772,2016-05-03
arctic-data.6183.3,1108306,1108306,2016-05-05
arctic-data.6185.5,PLR-110738,110738,2016-05-09
arctic-data.6187.6,1339465,1339465,2016-05-19
arctic-data.6192.12,1304879,1304879,2016-06-15
arctic-data.6194.1,1304879,1304879,2016-05-12
arctic-data.6196.9,1304879,1304879,2016-05-12
arctic-data.6228.6,0612534,0612534,2016-06-14
arctic-data.6233.3,1203434,1203434,2016-05-20
arctic-data.6236.6,1107885,1107885,2016-06-01
arctic-data.6238.5,1107885,1107885,2016-06-01
arctic-data.6240.6,1107885,1107885,2016-06-01
arctic-data.6244.2,1534673,1534673,2016-06-02
arctic-data.7732.4,1023331,1023331,2016-06-06
arctic-data.7734.2,1107411,1107411,2016-06-09
arctic-data.7753.4,1432277,1432277,2016-06-09
arctic-data.7764.1,1432277,1432277,2016-06-09
arctic-data.7773.1,1432277,1432277,2016-06-09
arctic-data.7774.1,1432277,1432277,2016-06-09
arctic-data.7775.1,1432277,1432277,2016-06-09
arctic-data.7776.1,1432277,1432277,2016-06-09
arctic-data.7787.1, 0856845,0856845,2016-06-10
arctic-data.7787.1, 0968391,0968391,2016-06-10
arctic-data.7787.1, 0909541,0909541,2016-06-10
arctic-data.7787.1, 1023672,1023672,2016-06-10
arctic-data.7787.1, 1023318,1023318,2016-06-10
arctic-data.7787.1,1023672,1023672,2016-06-10
arctic-data.7787.1,0856845,0856845,2016-06-10
arctic-data.7787.1,1023318,1023318,2016-06-10
arctic-data.7787.1,0909541,0909541,2016-06-10
arctic-data.7787.1,0968391,0968391,2016-06-10
arctic-data.7787.1,0538416,0538416,2016-06-10
arctic-data.7787.1,1204176,1204176,2016-06-10
arctic-data.7789.5, 0856845,0856845,2016-06-10
arctic-data.7789.5, 0968391,0968391,2016-06-10
arctic-data.7789.5, 0909541,0909541,2016-06-10
arctic-data.7789.5, 1023672,1023672,2016-06-10
arctic-data.7789.5, 1023318,1023318,2016-06-10
arctic-data.7789.5,1023672,1023672,2016-06-10
arctic-data.7789.5,0856845,0856845,2016-06-10
arctic-data.7789.5,1023318,1023318,2016-06-10
arctic-data.7789.5,0909541,0909541,2016-06-10
arctic-data.7789.5,0968391,0968391,2016-06-10
arctic-data.7789.5,0538416,0538416,2016-06-10
arctic-data.7789.5,1204176,1204176,2016-06-10
arctic-data.7791.7,1107411,1107411,2016-06-10
arctic-data.7792.20,1203473,1203473,2016-07-20
arctic-data.7799.4,0856531,0856531,2016-06-15
arctic-data.7837.4,0856531,0856531,2016-06-20
arctic-data.7838.2,0856531,0856531,2016-06-21
arctic-data.7839.2,0856531,0856531,2016-06-21
arctic-data.7840.3,0856531,0856531,2016-06-21
arctic-data.7841.3,0424864,0424864,2016-06-21
arctic-data.7842.3,0424864,0424864,2016-06-21
arctic-data.7843.4,0424864,0424864,2016-06-21
arctic-data.9351.2,0856531,0856531,2016-06-25
arctic-data.9361.2,1203861,1203861,2016-06-27
arctic-data.9368.1,1203861,1203861,2016-06-27
arctic-data.9373.2,1107411,1107411,2016-06-27
arctic-data.9379.6,1416961,1416961,2016-07-04
arctic-data.9381.5,1416961,1416961,2016-07-04
arctic-data.9383.3,1416961,1416961,2016-07-04
arctic-data.9384.5,0856531,0856531,2016-07-07
arctic-data.9389.1,1418000,1418000,2016-07-12
arctic-data.9390.1,1418000,1418000,2016-07-12
arctic-data.9391.1,1418000,1418000,2016-07-12
arctic-data.9394.1,0856531,0856531,2016-07-18
arctic-data.9397.2,0424864,0424864,2016-07-18
arctic-data.9400.2,0424864,0424864,2016-07-18
arctic-data.9403.2,0424864,0424864,2016-07-18
arctic-data.9408.8,1203146,1203146,2016-07-20
arctic-data.9408.8,1203473,1203473,2016-07-20
arctic-data.9409.6,1204176,1204176,2016-07-20
arctic-data.9411.4,1304052,1304052,2016-07-26
arctic-data.9414.4,1203473,1203473,2016-08-02
arctic-data.9418.5,1263005,1263005,2016-08-02
arctic-data.9418.5,1262871,1262871,2016-08-02
arctic-data.9422.5,1503928,1503928,2016-08-22
arctic-data.9424.1,1503928,1503928,2016-08-04
arctic-data.9431.7,1023537,1023537,2016-08-08
arctic-data.9433.10,1023537,1023537,NA
arctic-data.9445.4,1204082,1204082,2016-08-11
arctic-data.9445.4,1107645,1107645,2016-08-11
arctic-data.9448.5,1204082,1204082,2016-08-11
arctic-data.9450.4,0732885,0732885,2016-08-11
arctic-data.9452.5,ARC-1303730,1303730,2016-08-12
arctic-data.9454.6,ARC-1303730,1303730,2016-08-25
arctic-data.9456.4,1023537,1023537,2016-08-15
arctic-data.9459.3,1023537,1023537,2016-08-25
arctic-data.9464.2,1022139,1022139,2016-08-16
arctic-data.9493.3,1204082,1204082,2016-08-23
arctic-data.9497.15,1204145,1204145,2016-08-25
arctic-data.9499.8,1204145,1204145,2016-08-30
arctic-data.9511.3,1203838,1203838,2016-09-01
arctic-data.9512.2,1203838,1203838,2016-09-02
arctic-data.9513.6,1263005,1263005,2016-09-02
arctic-data.9513.6,1262871,1262871,2016-09-02
arctic-data.9514.1,1107854,1107854,2016-09-09
arctic-data.9519.1,1107381,1107381,2016-09-15
arctic-data.9521.8,1107381,1107381,2016-09-15
arctic-data.9523.3,1107381,1107381,2016-09-16
arctic-data.9526.13,1107942,1107942,NA
arctic-data.9529.7,1204110,1204110,2016-09-21
arctic-data.9532.8,1107942,1107942,2016-09-22
arctic-data.9543.1,1204110,1204110,2016-09-23
arctic-data.9545.3,1304563,1304563,2016-10-04
arctic-data.9547.3,1304563,1304563,2016-10-04
arctic-data.9548.2,1203902,1203902,2016-10-05
arctic-data.9552.3,1203902,1203902,2016-10-05
arctic-data.9554.5,1203558,1203558,2016-10-10
arctic-data.9556.6,0904050,0904050,2016-10-10
arctic-data.9558.1,0904050,0904050,2016-10-10
arctic-data.9560.8,   1303879,1303879,2016-10-14
arctic-data.9560.8,   1023574,1023574,2016-10-14
arctic-data.9560.8, 1314156,1314156,2016-10-14
arctic-data.9567.3,1023331,1023331,2016-10-14
arctic-data.9570.3,1314156,1314156,2016-10-14
arctic-data.9571.1,1314156,1314156,2016-10-14
arctic-data.9583.2,1023331,1023331,2016-10-14
arctic-data.9585.2,1106362,1106362,2016-10-17
arctic-data.9587.15,1546002,1546002,2011-10-21
arctic-data.9590.11,1204082,1204082,2016-10-24
arctic-data.9644.3,1023477,1023477,2016-10-25
arctic-data.9657.3,1418000,1418000,2016-12-12
arctic-data.9659.4,1546002,1546002,2016-10-28
arctic-data.9660.6,1418000,1418000,2016-12-12
arctic-data.9663.4,1203486,1203486,2016-11-01
arctic-data.9665.1,1203486,1203486,2016-11-01
arctic-data.9670.5,1304563,1304563,2016-11-03
arctic-data.9670.5,1303617,1303617,2016-11-03
arctic-data.9674.1,1204070,1204070,2016-11-03
arctic-data.9676.5,1203267,1203267,2016-11-03
arctic-data.9677.10,1203779,1203779,2016-11-05
arctic-data.9677.10,1203686,1203686,2016-11-05
arctic-data.9677.10,1204084,1204084,2016-11-05
arctic-data.9687.1,1023191,1023191,2016-11-09
arctic-data.9688.1,1023191,1023191,2016-11-09
arctic-data.9689.1,1023191,1023191,2016-11-09
arctic-data.9690.1,1023191,1023191,2016-11-09
arctic-data.9695.1,1023191,1023191,2016-11-09
arctic-data.9696.12,1023191,1023191,2016-11-09
arctic-data.9698.5,1525636,1525636,2016-11-30
arctic-data.9698.5,1107381,1107381,2016-11-30
arctic-data.9698.5,0902125,0902125,2016-11-30
arctic-data.9698.5,0732168,0732168,2016-11-30
arctic-data.9698.5,0713994,0713994,2016-11-30
arctic-data.9698.5,0732168,0732168,2016-11-30
arctic-data.9698.5,1107381,1107381,2016-11-30
arctic-data.9698.5,0902125,0902125,2016-11-30
arctic-data.9698.5,0713994,0713994,2016-11-30
arctic-data.9723.1,1204070,1204070,2016-11-11
arctic-data.9727.4,1204070,1204070,2016-11-11
arctic-data.9733.1,1204070,1204070,2016-11-11
arctic-data.9734.1,1204070,1204070,2016-11-11
arctic-data.9743.1,1204070,1204070,2016-11-11
arctic-data.9752.1,1204070,1204070,2016-11-11
arctic-data.9784.1,1204070,1204070,2016-11-11
arctic-data.9785.1,1204070,1204070,2016-11-11
arctic-data.9787.1,1204070,1204070,2016-11-11
arctic-data.9789.11,1023191,1023191,2016-11-13
arctic-data.9797.3,1204070,1204070,2016-11-16
arctic-data.9799.8,1204176,1204176,2016-12-06
arctic-data.9804.4,1108425,1108425,2016-11-22
arctic-data.9806.3,1108425,1108425,2016-11-22
arctic-data.9808.3,1108425,1108425,2016-11-22
arctic-data.9810.3,1108425,1108425,2016-11-22
arctic-data.9812.3,1108425,1108425,2016-11-21
arctic-data.9814.3,1108425,1108425,2016-11-22
arctic-data.9816.3,1108425,1108425,2016-11-22
arctic-data.9820.9,1203486,1203486,2016-12-08
arctic-data.9822.8,1204084,1204084,2016-11-27
arctic-data.9824.3,1203526,1203526,2016-11-28
arctic-data.9825.3,1204013,1204013,2016-11-29
arctic-data.9827.23,1432277,1432277,2018-01-18
arctic-data.9829.4,1204176,1204176,2016-12-06
arctic-data.9831.4,1204176,1204176,2016-12-06
arctic-data.9834.26,1432277,1432277,2018-01-18
arctic-data.9837.25,1432277,1432277,2018-01-18
arctic-data.9842.23,1432277,1432277,2018-01-18
arctic-data.9845.21,1432277,1432277,2018-01-12
arctic-data.9848.19,1432277,1432277,2016-11-29
arctic-data.9849.7,1203533,1203533,2017-02-22
arctic-data.9852.22,1432277,1432277,2016-11-29
arctic-data.9865.5,1418000,1418000,2016-11-30
arctic-data.9866.2,1418000,1418000,2016-11-30
arctic-data.9867.1,1418000,1418000,2016-11-30
arctic-data.9871.4,1418000,1418000,2016-12-01
arctic-data.9872.2,1418000,1418000,2016-12-12
arctic-data.9875.17,1023371,1023371,2016-12-05
arctic-data.9878.7,1023371,1023371,2016-12-05
arctic-data.9883.8,1203486,1203486,2016-12-08
arctic-data.9885.7,1203486,1203486,2016-12-08
arctic-data.9887.9,0839122,0839122,2016-12-08
arctic-data.9887.9,1142517,1142517,2016-12-08
arctic-data.9887.9,1142517,1142517,2016-12-08
arctic-data.9892.4,PLR 1106317,1106317,2016-12-13
arctic-data.9892.4,NSF 1106317,1106317,2016-12-13
arctic-data.9894.1,1107593,1107593,2016-12-09
arctic-data.9896.1,1107593,1107593,2016-12-09
arctic-data.9897.2,1023371,1023371,2016-12-09
arctic-data.9898.1,1418000,1418000,2016-12-13
arctic-data.9901.4,1023191,1023191,2016-12-14
arctic-data.9903.5,1203486,1203486,2016-12-15
arctic-data.9905.4,1204247,1204247,2016-12-16
arctic-data.9907.4,1204247,1204247,2016-12-16
arctic-data.9909.4,1204247,1204247,2016-12-16
arctic-data.9911.4,1204247,1204247,2016-12-16
arctic-data.9913.4,1204247,1204247,2016-12-16
arctic-data.9916.5,1204247,1204247,2016-12-16
arctic-data.9919.4,1204247,1204247,2016-12-16
arctic-data.9922.4,1204247,1204247,2016-12-16
arctic-data.9924.5,1204247,1204247,2016-12-16
arctic-data.9926.4,1204247,1204247,2016-12-16
arctic-data.9928.4,1204247,1204247,2016-12-16
arctic-data.9930.4,1204247,1204247,2016-12-16
arctic-data.9932.3,1204247,1204247,2016-12-16
arctic-data.9935.5,1204247,1204247,2016-12-16
arctic-data.9937.5,1204247,1204247,2016-12-19
arctic-data.9939.7,1417700,1417700,2016-12-20
arctic-data.9939.7,1417745,1417745,2016-12-20
arctic-data.9939.7,1417908,1417908,2016-12-20
arctic-data.9944.3,1417700,1417700,2016-12-22
arctic-data.9944.3,1417745,1417745,2016-12-22
arctic-data.9944.3,1417908,1417908,2016-12-22
arctic-data.9955.8,1417745,1417745,2016-12-22
arctic-data.9955.8, 1417908,1417908,2016-12-22
arctic-data.9955.8, 1417700,1417700,2016-12-22
arctic-data.9955.8,1417908,1417908,2016-12-22
arctic-data.9955.8,1417700,1417700,2016-12-22
arctic-data.9959.4,1417700,1417700,2016-12-21
arctic-data.9959.4,1417745,1417745,2016-12-21
arctic-data.9959.4,1417908,1417908,2016-12-21
arctic-data.9963.5,1417700,1417700,2016-12-22
arctic-data.9963.5,1417745,1417745,2016-12-22
arctic-data.9963.5,1417908,1417908,2016-12-22
arctic-data.9967.6,1417700,1417700,2016-12-22
arctic-data.9967.6,1417745,1417745,2016-12-22
arctic-data.9967.6,1417908,1417908,2016-12-22
arctic-data.9969.14, 1504141,1504141,2016-12-22
arctic-data.9973.9,1417700,1417700,2016-12-22
arctic-data.9973.9,1417745,1417745,2016-12-22
arctic-data.9973.9,1417908,1417908,2016-12-22
arctic-data.9977.9,1417700,1417700,2016-12-22
arctic-data.9977.9,1417745,1417745,2016-12-22
arctic-data.9977.9,1417908,1417908,2016-12-22
arctic-data.9980.2,1203526,1203526,2016-12-28
arctic-data.9993.1,1203526,1203526,2016-12-28
autogen.2016032218361353118.3,0229766,0229766,NA
autogen.2016032218361353118.3,9907541,9907541,NA
autogen.2016032218361353118.3,9614557,9614557,NA
autogen.2016032220051934231.3,0125399,0125399,NA
autogen.2016032220052416232.3,0125399,0125399,NA
autogen.2016032220053263834.3,0125399,0125399,NA
autogen.2016032220053688635.8,0856531,0856531,NA
autogen.2016032220054111736.3,0125399,0125399,NA
autogen.2016032220054536937.3,0125399,0125399,NA
autogen.2016032220090466683.3,0125399,0125399,NA
autogen.2016032220090887884.3,0125399,0125399,NA
autogen.2016032220091271285.3,0125399,0125399,NA
autogen.2016032220091620386.3,0125399,0125399,NA
autogen.2016032220094140092.3,0125399,0125399,NA
autogen.2016032220211493347.3,0125399,0125399,NA
autogen.2016032220214513354.3,0125399,0125399,NA
autogen.2016032220321169105.3,NSF Award 1103443,1103443,2013-12-16
autogen.2016032220325294816.2,NSF Award 0633343,0633343,2009-11-18
autogen.2016032220325294816.2,NSF Award 0633878,0633878,2009-11-18
autogen.2016032220325294816.2,NSF Award 0633885,0633885,2009-11-18
autogen.2016032220353943362.2,NSF Award 0632131,0632131,2012-06-20
autogen.2016032220353943362.2,NSF Award 0632160,0632160,2012-06-20
autogen.2016032220353943362.2,NSF Award 0632133,0632133,2012-06-20
autogen.2016032220353943362.2,NSF Award 1023562,1023562,2012-06-20
autogen.2016032220363705378.2,NSF Award 0856503,0856503,2014-07-11
autogen.2016032220364392280.2,NSF Award 1108451,1108451,2015-02-27
autogen.2016032220365633284.3,NSF Award 1215551,1215551,2014-07-01
autogen.2016032220370298786.2,NSF Award 0732713,0732713,2012-12-06
autogen.2016032220371353189.2,NSF Award 0633979,0633979,2009-11-18
autogen.2016032220371353189.2,NSF Award 0634097,0634097,2009-11-18
autogen.2016032220371353189.2,NSF Award 0634122,0634122,2009-11-18
autogen.2016032220371353189.2,NSF Award 0634167,0634167,2009-11-18
autogen.2016032220371353189.2,NSF Award 0634226,0634226,2009-11-18
autogen.2016032220372965593.2,NSF Award 1023672,1023672,2015-10-20
autogen.2016032220373660395.2,NSF Award 1331019,1331019,2015-04-20
autogen.2016032220374319897.3,NSF Award 0632231,0632231,2009-11-18
autogen.2016032220374319897.3,NSF Award OPP0230381,0230381,2009-11-18
autogen.2016032220380506302.2,NSF Award NSF ARC-0855748,0855748,2011-07-29
autogen.2016032220380859803.2,NSF Award NSF ARC-0855748,0855748,2011-07-29
autogen.2016032220381648205.3,NSF Award NSF ARC-0855748,0855748,2012-10-04
autogen.2016032220382100806.2,NSF Award ARC - 0855748,0855748,2015-11-24
autogen.2016032220382100806.2, 1023264,1023264,2015-11-24
autogen.2016032220382491007.2,NSF Award 0855748,0855748,2010-06-05
autogen.2016032220382491007.2,NSF Award 0856786,0856786,2010-06-05
autogen.2016032220382871408.5,NSF Award 1348450,1348450,2014-05-06
autogen.2016032220383208109.3,NSF Award 1023318,1023318,2015-10-20
autogen.2016032220395917032.5,0229766,0229766,2009-11-18
autogen.2016032220395917032.5,9907541,9907541,2009-11-18
autogen.2016032220395917032.5,9614557,9614557,2009-11-18
autogen.2016032220400796534.2,NSF Award 0715431,0715431,2015-04-23
autogen.2016032220404018642.5,1023331,1023331,2016-10-13
autogen.2016032220421072566.5,NSF Award 1022139,1022139,2010-09-20
autogen.2016032220421072566.5,NSF Award 1023331,1023331,2010-09-20
autogen.2016032220421072566.5,NSF Award 1023446,1023446,2010-09-20
autogen.2016032220424055674.10,1203784,1203784,2016-08-08
autogen.2016032220424055674.10,1203440,1203440,2016-08-08
autogen.2016032220424374075.2,NSF Award 1203784,1203784,2015-08-29
autogen.2016032220424374075.2,NSF Award 1203440,1203440,2015-08-29
autogen.2016032220424827276.3,1203440,1203440,2015-08-31
autogen.2016032220424827276.3,1203784,1203784,2015-08-31
autogen.2016032220425565278.6,0732985,0732985,2016-11-03
autogen.2016032220425930979.6,NSF Award 0732985,0732985,2009-11-18
autogen.2016032220430238680.12,0229302,0229302,2016-09-06
autogen.2016032220430952382.3,1107440,1107440,2015-12-01
autogen.2016032220430952382.3,1259930,1259930,2015-12-01
autogen.2016032220430952382.3,1108200,1108200,2015-12-01
autogen.2016032220431427783.2,NSF Award 1108200,1108200,2015-11-23
autogen.2016032220431427783.2,NSF Award 1259930,1259930,2015-11-23
autogen.2016032220431427783.2,NSF Award 1107440,1107440,2015-11-23
autogen.2016032220431751384.4,1023264,1023264,2014-10-21
autogen.2016032220432199785.2,NSF Award 1023264,1023264,2014-10-21
autogen.2016032220432972987.2,NSF Award ARC 0909264,0909264,2013-10-28
autogen.2016032220434034890.2,NSF Award 1107623,1107623,2015-09-30
autogen.2016032220434034890.2,NSF Award 1107277,1107277,2015-09-30
autogen.2016032220434747092.2,NSF Award 1263854,1263854,2015-03-24
autogen.2016032220435043593.12,1263854,1263854,2018-04-10
autogen.2016032220435763195.3,NSF Award 0856376,0856376,2014-07-11
autogen.2016032220440077896.3,NSF Award 1203851,1203851,2015-09-23
autogen.2016032220440077896.3,NSF Award 1347469,1347469,2015-09-23
autogen.2016032220440077896.3,NSF Award 1203934,1203934,2015-09-23
autogen.2016032220441096999.3,1148800,1148800,2015-02-27
autogen.20160322204414456100.3,1148800,1148800,2015-02-27
autogen.2016032220442271601.3,1148800,1148800,2015-02-27
autogen.2016032220442626602.3,1148800,1148800,2015-02-27
autogen.2016032220442974803.3,NSF Award 1148800,1148800,2015-02-27
autogen.2016032220443330204.3,1148800,1148800,2015-02-27
autogen.2016032220443626205.3,1148800,1148800,2015-02-27
autogen.2016032220443964506.3,1148800,1148800,2015-02-27
autogen.2016032220444349207.3,1148800,1148800,2015-02-27
autogen.2016032220444700008.3,1148800,1148800,2015-02-27
autogen.2016032220445047209.3,1148800,1148800,2015-02-27
autogen.2016032220445425510.3,1148800,1148800,2015-02-27
autogen.2016032220445772111.3,1148800,1148800,2015-02-27
autogen.2016032220450120012.3,1148800,1148800,2015-02-27
autogen.2016032220450400313.3,1148800,1148800,2015-02-27
autogen.2016032220450730114.3,1148800,1148800,2015-02-27
autogen.2016032220451121615.3,1148800,1148800,2015-02-27
autogen.2016032220451472916.3,1148800,1148800,2015-02-27
autogen.2016032220451812617.3,1148800,1148800,2015-02-27
autogen.2016032220452146018.3,1148800,1148800,2015-02-27
autogen.2016032220452481419.3,1148800,1148800,2015-02-27
autogen.2016032220452812820.3,1148800,1148800,2015-02-27
autogen.2016032220453178421.2,NSF Award 1148800,1148800,2014-12-02
autogen.2016032220453483922.3,1148800,1148800,2015-02-27
autogen.2016032220453826923.2,NSF Award 0634079,0634079,2009-11-18
autogen.2016032220455397527.2,NSF Award 0856305,0856305,2012-11-15
autogen.2016032220455397527.2,NSF Award 0856774,0856774,2012-11-15
autogen.2016032220455744528.2,NSF Award 1417711,1417711,2014-09-26
autogen.2016032220460723031.4,NSF Award 0909541,0909541,2013-11-21
autogen.2016032220461983834.3,NSF Award 0909541,0909541,2013-11-22
autogen.2016032220462312535.2,NSF Award 0538427,0538427,2015-03-04
autogen.2016032220462312535.2,NSF Award 0839093,0839093,2015-03-04
autogen.2016032220462312535.2,NSF Award 0909541,0909541,2015-03-04
autogen.2016032220463110737.2,NSF Award 1355238,1355238,2015-11-06
autogen.2016032220463388038.2,NSF Award 0856868,0856868,2015-11-06
autogen.2016032220463728739.2,NSF Award 1304555,1304555,2015-11-06
autogen.2016032220465099343.2,NSF Award 0909155,0909155,2012-11-12
autogen.2016032220472411252.2,NSF Award 0632139,0632139,2009-11-18
autogen.2016032220472411252.2,NSF Award 0632264,0632264,2009-11-18
autogen.2016032220472761753.2,NSF Award 1303644,1303644,2015-11-06
autogen.2016032220473125154.3,0806643,0806643,2016-11-21
autogen.2016032220473125154.3,0806827,0806827,2016-11-21
autogen.2016032220473490155.2,NSF Award 0806643,0806643,2013-10-15
autogen.2016032220473490155.2,NSF Award 806643,806643,2013-10-15
autogen.2016032220473780256.2,NSF Award 1115332,1115332,2012-08-21
autogen.2016032220475221560.2,NSF Award 0856421,0856421,2010-06-05
autogen.2016032220483700571.6,NSF Award 1023574,1023574,2014-08-27
autogen.2016032220484038872.2,NSF Award 1303864,1303864,2015-11-06
autogen.2016032220484340873.5,0632187,0632187,2016-10-07
autogen.2016032220484711474.5,0632187,0632187,2016-10-07
autogen.2016032220485005075.4,0632187,0632187,2016-10-07
autogen.2016032220485354676.6,0632187,0632187,2016-10-07
autogen.2016032220485743277.4,0632187,0632187,2016-10-07
autogen.2016032220490067978.4,0632187,0632187,2016-10-07
autogen.2016032220490434479.4,0632187,0632187,2016-10-07
autogen.2016032220490828380.4,0632187,0632187,2016-10-07
autogen.2016032220491205181.4,0632187,0632187,2016-10-07
autogen.2016032220491650082.4,0632187,0632187,2016-10-07
autogen.2016032220492037383.6,0632187,0632187,2016-10-07
autogen.2016032220492859585.6,0632187,0632187,2016-10-07
autogen.2016032220492859585.6,0632177,0632177,2016-10-07
autogen.2016032220493222786.2,NSF Award 1023654,1023654,2014-10-21
autogen.2016032220493222786.2,NSF Award 1023561,1023561,2014-10-21
autogen.2016032220493955888.2,NSF Award 1023651,1023651,2013-02-04
autogen.2016032220493955888.2,NSF Award 1022032,1022032,2013-02-04
autogen.2016032220494285989.4,NSF Award 0713943,0713943,2013-12-23
autogen.2016032220494599190.5,-13992,13992,2014-01-10
autogen.2016032220494983291.10,PLR-1304202,1304202,2016-09-12
autogen.2016032220500204394.2,PLR-0909368,0909368,2014-11-20
autogen.2016032220501450197.3,NSF Award 0909193,0909193,2013-10-18
autogen.2016032220501450197.3,NSF Award 0909368,0909368,2013-10-18
autogen.2016032220501450197.3,NSF Award 0909006,0909006,2013-10-18
autogen.2016032220502966400.2,NSF Award 0855828,0855828,2010-06-05
autogen.2016032220502966400.2,NSF Award 0856210,0856210,2010-06-05
autogen.2016032220502966400.2,NSF Award 0856244,0856244,2010-06-05
autogen.2016032220504073903.2,NSF Award 0612461,0612461,2013-07-12
autogen.2016032220504073903.2,NSF Award 0612422,0612422,2013-07-12
autogen.2016032220505117206.2,NSF Award 0806776,0806776,2012-08-28
autogen.2016032220511050211.2,NSF Award 1303730,1303730,2014-07-10
autogen.2016032220511386212.2,NSF Award 0806202,0806202,2013-02-06
autogen.2016032220511777213.3,0806202,0806202,2013-02-22
autogen.2016032220513330717.3,NSF Award 1201733,1201733,2014-10-27
autogen.2016032220513330717.3,NSF Award 1202060,1202060,2014-10-27
autogen.2016032220514077519.2,NSF Award 0902130,0902130,2013-02-04
autogen.2016032220514789521.3,NSF Award 1107942,1107942,2013-08-01
autogen.2016032220514789521.3,NSF Award 0550109,0550109,2013-08-01
